,shop_order,tool,mach_name,resin,total_pieces,start_time,end_time,number of entries
494,189643,R7622A,89-T610,RM093,16794.0,2019-09-20 00:28:14,2019-10-25 06:00:00,72.0
495,189536,R7502E,18-N400,RM129,285345.0,2019-09-22 04:46:18,2019-09-28 06:00:01,70.0
496,189476,R7032D,43-N500,RM171,44913.0,2019-09-23 05:12:12,2019-10-26 06:00:00,68.0
497,189026,R7459A,72-T120,RM129,29769.0,2019-09-23 13:34:53,2019-10-02 06:00:00,28.0
498,189516,R7102B,76-V400,RM129,61770.0,2019-09-24 15:12:18,2019-10-03 14:00:00,28.0
499,189776,R7479C-Thin-Wall,54-H1100,RM129,2060.0,2019-09-25 14:10:24,2019-09-26 06:00:00,3.0
500,189265,R7450A,65-T310,RM171,28989.0,2019-09-27 13:40:23,2019-10-04 22:00:00,24.0
501,190296,R7479D-Thin-Wall,52-H1100,RM165,945.0,2019-09-28 06:00:53,2019-10-01 18:00:00,8.0
502,189796,R7515B,63-N500,RM176,2953.0,2019-09-28 14:09:41,2019-10-07 06:00:00,24.0
503,189562,R7028N-Thin-Wall,81-T500,RM129,33490.0,2019-10-04 03:12:38,2019-10-10 18:00:01,15.0
504,189360,R7445A,33-T500,RM129,104178.0,2019-10-06 07:47:16,2019-10-26 06:00:00,139.0
505,189266,R7027D-Thin-Wall,70-N400,RM129,76732.0,2019-10-07 12:15:41,2019-10-17 06:00:00,31.0
506,189806,R7605D,83-T390,RM171,130308.0,2019-10-08 16:29:04,2019-12-02 06:00:00,330.0
507,189868,R7611A,23-V400,RM004,4471.0,2019-10-09 03:22:28,2019-10-10 22:00:00,7.0
508,189691,R7413B,67-H800,RM165,5219.0,2019-10-09 18:58:13,2019-10-11 18:00:00,6.0
509,189620,R7479C-Thin-Wall,54-H1100,RM168,1295.0,2019-10-11 22:21:45,2019-10-14 06:00:00,8.0
510,189765,R7502E,18-N400,RM129,167634.0,2019-10-11 22:53:32,2019-10-28 18:00:00,105.0
511,189146,R7479E-Thin-Wall,52-H1100,RM129,2894.0,2019-10-11 22:54:24,2019-10-12 18:00:00,3.0
512,189860,R7028M-Thin-Wall,31-N500,RM165,3738.0,2019-10-12 03:26:40,2019-10-12 06:00:00,2.0
513,190066,R7479E-Thin-Wall,52-H1100,RM129,16325.0,2019-10-12 21:06:21,2019-10-18 18:00:00,13.0
514,190161,R7042M,32-N400,RM171,70.0,2019-10-14 22:00:00,2019-10-21 06:00:00,20.0
515,189678,R7572A,67-H800,RM129,15850.0,2019-10-16 11:46:58,2019-10-20 18:00:00,10.0
516,189846,R7572A,67-H800,RM129,6378.0,2019-10-21 00:23:50,2019-10-22 18:00:00,5.0
517,189386,R7027D-Thin-Wall,70-N400,RM129,102496.0,2019-10-21 07:40:52,2019-10-30 06:00:00,28.0
518,189689,R7413B,67-H800,RM176,1737.0,2019-10-22 20:43:06,2019-10-23 06:00:00,2.0
519,189264,R7451A,90-N120,RM036,58619.0,2019-10-23 19:28:50,2019-11-04 18:00:00,50.0
520,189693,R7413B,67-H800,RM165,1714.0,2019-10-24 16:12:00,2019-10-30 18:00:01,14.0
521,190376,R7479D-Thin-Wall,52-H1100,RM129,14227.0,2019-10-25 12:40:51,2019-10-30 06:00:00,11.0
522,189876,R7450A,65-T310,RM171,27963.0,2019-10-25 21:33:01,2019-11-06 06:00:00,36.0
523,189665,R7036C,74-H650,RM129,7284.0,2019-10-26 06:37:42,2019-10-28 06:00:00,7.0
524,188648,R7449A,64-N400,RM093,47909.0,2019-10-27 04:24:12,2019-11-01 18:00:01,43.0
525,188636,R7036C,74-H650,RM129,14872.0,2019-10-28 09:30:08,2019-11-01 14:00:01,14.0
526,189760,R7607D-Thin-Wall,82-S500,RM171,70580.0,2019-10-28 09:46:51,2019-11-08 14:00:00,35.0
527,189672,R7046L-Thin-Wall,42-T720,RM171,20990.0,2019-10-28 15:29:27,2019-11-06 06:00:00,19.0
528,190565,R7067C,20-T390,RM129,12650.0,2019-10-29 15:57:14,2019-11-09 06:00:00,33.0
529,189768,R7042M,32-N400,RM171,6824.0,2019-10-29 18:03:57,2019-11-12 06:00:00,34.0
530,188693,R7479C-Thin-Wall,54-H1100,RM168,2509.0,2019-10-30 02:37:36,2019-10-30 22:00:00,4.0
531,190056,R7479D-Thin-Wall,52-H1100,RM176,4857.0,2019-10-30 10:23:33,2019-10-31 18:00:00,4.0
532,189675,R7463B,431-T310,RM129,55118.0,2019-10-31 06:00:00,2019-12-04 06:00:00,138.0
533,190602,R7479D-Thin-Wall,52-H1100,RM129,1676.0,2019-10-31 21:23:17,2019-11-02 06:00:00,4.0
534,189466,R7515B,63-N500,RM176,29068.0,2019-11-01 15:45:24,2019-11-05 18:00:00,20.0
535,189463,R7479D-Thin-Wall,52-H1100,RM176,9966.0,2019-11-02 13:25:08,2019-11-06 06:00:00,9.0
536,189464,R7036F-Thin-Wall,56-H650,RM129,8712.0,2019-11-04 10:38:59,2019-11-06 18:00:00,6.0
537,190356,R7479E-Thin-Wall,52-H1100,RM176,3481.0,2019-11-06 15:53:16,2019-11-08 06:00:00,5.0
538,190686,R7515B,63-N500,RM093,18967.0,2019-11-07 08:01:57,2019-11-10 06:00:01,14.0
539,190068,R7102B,76-V400,RM129,81298.0,2019-11-07 11:20:17,2019-11-16 06:00:00,28.0
540,189698,R7036F-Thin-Wall,56-H650,RM129,20757.0,2019-11-07 22:43:10,2019-11-14 06:00:00,14.0
541,189769,R7502E,18-N400,RM129,336022.0,2019-11-08 00:00:16,2019-11-15 06:00:01,80.0
542,190688,R7042M,32-N400,RM171,984.0,2019-11-08 07:36:16,2019-11-11 06:00:00,10.0
543,189680,R7508A,20-T390,RM129,64377.0,2019-11-09 13:10:52,2019-11-27 14:00:00,112.0
544,189690,R7413B,67-H800,RM165,3560.0,2019-11-09 13:43:00,2019-11-12 06:00:00,7.0
545,190276,R7515B,63-N500,RM093,6973.0,2019-11-10 08:23:01,2019-11-11 06:00:00,6.0
546,189677,R7103A,82-S500,RM129,70018.0,2019-11-11 14:00:01,2019-12-03 06:00:00,67.0
547,189603,R7036E-Thin-Wall,74-H650,RM129,7943.0,2019-11-11 17:28:46,2019-11-13 14:00:00,7.0
548,189969,R7028M-Thin-Wall,31-N500,RM129,16830.0,2019-11-14 06:37:15,2019-11-17 06:00:00,10.0
549,189906,R7502E,18-N400,RM129,148277.0,2019-11-15 12:45:23,2019-11-18 18:00:00,40.0
550,189696,R7028M-Thin-Wall,31-N500,RM171,684.0,2019-11-17 12:19:37,2019-11-17 14:00:00,2.0
551,189697,R7028M-Thin-Wall,31-N500,RM171,23986.0,2019-11-18 12:58:20,2019-12-03 06:00:00,46.0
552,190396,R7502E,18-N400,RM129,308355.0,2019-11-19 02:01:32,2019-12-06 18:00:01,185.0
553,190506,R7568A,75-T240,RM171,0.0,2019-11-19 07:57:38,2019-12-05 22:00:00,51.0
554,190226,R7621A,77-H800,RM171,12955.0,2019-11-20 07:42:48,2019-11-27 06:00:00,22.0
555,189896,R7479C-Thin-Wall,54-H1100,RM168,6697.0,2019-11-21 02:36:22,2019-12-03 06:00:00,38.0
556,190256,R7624A,43-N500,RM093,9959.0,2019-11-21 19:04:59,2019-11-27 06:00:00,12.0
557,189607,R7479E-Thin-Wall,52-H1100,RM176,7640.0,2019-11-23 06:43:53,2019-11-26 06:00:01,8.0
558,189964,R7461E,37-N400,RM129,111618.0,2019-11-23 22:58:56,2020-01-27 06:00:00,102.0
559,189565,R7036E-Thin-Wall,74-H650,RM129,3655.0,2019-11-26 09:26:13,2019-11-27 06:00:00,4.0
560,190216,R7413B,67-H800,RM129,8980.0,2019-11-26 14:58:27,2019-12-02 18:00:00,14.0
561,189568,R7036E-Thin-Wall,74-H650,RM129,7977.0,2019-11-27 07:17:29,2019-12-06 14:00:01,29.0
562,189569,R7481A,64-N400,RM093,18607.0,2019-11-27 23:40:58,2019-12-09 18:00:00,50.0
563,190611,R7413B,67-H800,RM165,7866.0,2019-12-02 23:09:42,2019-12-04 06:00:00,4.0
564,190764,R7633A,86-T390,RM129,37475.0,2019-12-03 01:41:00,2019-12-18 06:00:01,128.0
565,190996,R7028M-Thin-Wall,31-N500,RM171,17618.0,2019-12-03 08:42:38,2019-12-05 22:00:00,9.0
566,190006,R7479E-Thin-Wall,52-H1100,RM176,4736.0,2019-12-04 04:37:00,2019-12-06 06:00:00,6.0
567,190886,R7028M-Thin-Wall,31-N500,RM129,63958.0,2019-12-06 02:48:55,2019-12-12 06:00:00,20.0
568,190766,R7067C,20-T390,RM129,24812.0,2019-12-09 16:22:58,2019-12-12 14:00:00,10.0
569,190767,R7068C,201-N400,RM129,30880.0,2019-12-09 16:23:51,2019-12-13 06:00:01,12.0
570,189863,R7479E-Thin-Wall,52-H1100,RM176,9838.0,2019-12-10 03:35:57,2019-12-13 06:00:00,8.0
571,190639,R7445A,33-T500,RM129,108215.0,2019-12-15 04:04:59,2019-12-31 06:00:00,128.0
572,190680,R7511A,42-T720,RM176,11112.0,2019-12-16 04:55:10,2019-12-19 18:00:00,9.0
573,190561,R7505A,40-T390,RM129,4996.0,2019-12-16 12:43:10,2020-01-20 22:00:01,104.0
574,190607,R7461D,37-N400,RM129,189772.0,2019-12-16 17:47:11,2020-01-02 06:00:00,133.0
575,190706,AM-171,171-AM,N/A,47680.0,2019-12-16 17:47:20,2020-01-02 06:00:00,35.0
576,190677,R7024L,65-T310,RM171,84846.0,2019-12-17 02:48:06,2020-01-03 14:00:00,54.0
577,190861,R7633A,86-T390,RM129,217961.0,2019-12-18 07:41:50,2020-01-12 18:00:00,196.0
578,190638,R7036D-Thin-Wall,56-H650,RM165,27491.0,2019-12-18 14:05:34,2019-12-31 06:00:00,27.0
579,190416,R7045E,23-V400,RM171,181738.0,2019-12-20 05:16:57,2020-01-17 06:00:00,164.0
580,190681,R7407B,30-T390,RM171,9179.0,2019-12-20 08:15:41,2019-12-27 14:00:01,23.0
581,190564,R7026D,71-V300,RM171,101400.0,2019-12-21 08:03:35,2020-01-03 06:00:01,40.0
582,190336,R7013C,50-T390,RM110,295848.0,2019-12-23 14:12:36,2020-01-09 06:00:00,47.0
583,190608,R7036E-Thin-Wall,74-H650,RM129,2117.0,2019-12-23 21:10:42,2019-12-24 06:00:00,3.0
584,190679,R7515B,63-N500,RM093,21218.0,2019-12-23 21:41:56,2019-12-28 18:00:01,22.0
585,190456,R7046L-Thin-Wall,42-T720,RM171,11840.0,2019-12-24 09:08:29,2020-01-02 06:00:00,19.0
586,190605,R7597C-Thin-Wall,77-H800,RM171,43256.0,2019-12-26 11:54:31,2020-01-05 22:00:00,33.0
587,190603,R7463B,431-T310,RM129,50007.0,2019-12-27 16:42:24,2020-01-30 06:00:00,132.0
588,190650,AM-208 FIP L- 2,63-N500,N/A,172851.0,2019-12-30 05:18:05,2020-01-21 22:00:00,157.0
589,190630,R7414A,33-T500,RM129,250515.0,2019-12-31 08:20:21,2020-01-22 22:00:00,167.0
590,190604,R7028M-Thin-Wall,31-N500,RM129,21634.0,2019-12-31 11:35:11,2020-01-03 22:00:00,12.0
591,191269,R7089C,64-N400,RM171,16942.0,2019-12-31 12:20:39,2020-01-04 06:00:00,9.0
592,190661,R7461D,37-N400,RM129,158652.0,2020-01-02 13:26:27,2020-01-08 18:30:01,56.0
593,190462,R7479E-Thin-Wall,52-H1100,RM129,21596.0,2020-01-03 12:35:55,2020-01-13 06:30:00,18.0
594,190633,R7450A,65-T310,RM171,26098.0,2020-01-03 15:36:26,2020-01-18 06:00:00,41.0
595,190465,R7028M-Thin-Wall,31-N500,RM129,14626.0,2020-01-04 01:26:50,2020-01-05 06:00:00,5.0
596,190683,R7028M-Thin-Wall,31-N500,RM129,25396.0,2020-01-05 09:30:19,2020-01-08 06:00:00,6.0
597,190629,R7032D,43-N500,RM171,44022.0,2020-01-07 14:54:31,2020-01-29 18:00:01,46.0
598,191166,R7046L-Thin-Wall,42-T720,RM129,18772.0,2020-01-09 00:42:06,2020-01-13 18:30:00,11.0
599,190667,R7502E,18-N400,RM129,138423.0,2020-01-10 08:53:31,2020-01-13 06:30:01,35.0
600,190666,R7036E-Thin-Wall,74-H650,RM129,18065.0,2020-01-10 14:27:22,2020-01-23 06:00:01,39.0
601,190768,R7075B,72-T120,RM044,102723.0,2020-01-10 17:19:45,2020-02-04 14:00:01,76.0
602,191360,R7028M-Thin-Wall,31-N500,RM129,64140.0,2020-01-11 06:06:27,2020-01-16 22:00:00,18.0
603,190586,R7413B,67-H800,RM129,7480.0,2020-01-13 00:31:09,2020-01-14 18:30:01,5.0
604,191416,R7567C,66-N400,RM171,93674.0,2020-01-13 13:33:53,2020-02-10 18:00:00,58.0
605,190826,R7461D,37-N400,RM129,372790.0,2020-01-14 19:18:07,2020-01-28 14:00:00,147.0
606,191463,R7026D,71-V300,RM171,40396.0,2020-01-16 20:52:12,2020-01-28 14:00:01,37.0
607,190726,R7046L-Thin-Wall,42-T720,RM171,15444.0,2020-01-19 06:37:54,2020-01-21 06:00:00,5.0
608,190663,R7028M,31-N500,RM129,24342.0,2020-01-20 02:20:08,2020-01-22 06:00:00,8.0
609,123456,R7043B,40-T390,RM171,0.0,2020-01-20 23:38:21,2020-01-24 06:00:01,11.0
610,190863,R7013C,50-T390,RM110,320688.0,2020-01-21 14:09:46,2020-02-27 14:00:00,112.0
611,191066,R7036D,56-H650,RM129,6346.0,2020-01-23 16:35:53,2020-02-02 06:00:00,21.0
612,190164,R7479C-Thin-Wall,54-H1100,RM165,6964.0,2020-01-23 23:53:24,2020-01-26 22:00:00,10.0
613,190658,R7028M-Thin-Wall,31-N500,RM171,28408.0,2020-01-25 11:45:15,2020-01-28 06:00:00,10.0
614,190664,R7479C-Thin-Wall,54-H1100,RM168,3109.0,2020-01-27 03:08:02,2020-01-28 22:00:01,7.0
615,191156,R7027D-Thin-Wall,70-N400,RM129,104292.0,2020-01-28 20:29:28,2020-02-07 14:00:00,31.0
616,191562,R7479C-Thin-Wall,54-H1100,RM168,457.0,2020-01-29 14:36:54,2020-01-29 14:36:54,1.0
617,190816,R7042M,32-N400,RM171,28524.0,2020-01-31 08:58:39,2020-02-12 06:00:00,37.0
618,191566,R7515A,42-T720,RM093,15948.0,2020-01-31 14:36:29,2020-02-04 18:00:00,10.0
619,190761,R7445A,33-T500,RM129,102965.0,2020-02-02 14:53:37,2020-03-17 22:00:00,254.0
620,190126,R7572A,67-H800,RM129,10982.0,2020-02-02 22:59:28,2020-02-05 18:00:00,7.0
621,190496,R7451A,90-N120,RM036,70507.0,2020-02-04 07:42:10,2020-02-15 06:00:00,44.0
622,190967,R7089C,85-N400,RM171,18330.0,2020-02-04 10:19:06,2020-02-06 22:00:00,9.0
623,191160,R7502E,18-N400,RM129,274374.0,2020-02-04 12:41:23,2020-02-13 18:00:01,92.0
624,190606,R7461D,37-N400,RM129,0.0,2020-02-05 01:16:14,2020-02-06 22:50:21,5.0
625,191670,R7028N-Thin-Wall,81-T500,RM129,79130.0,2020-02-05 22:39:32,2020-02-27 18:00:00,45.0
626,191688,R7461D,37-N400,RM129,9710.0,2020-02-06 06:00:00,2020-02-11 06:00:00,17.0
627,191671,R7036C,74-H650,RM129,22312.0,2020-02-06 16:38:26,2020-02-12 06:00:01,19.0
628,190968,R7461D,37-N400,RM129,11089.0,2020-02-06 22:48:09,2020-02-07 06:00:01,8.0
629,191476,R7481B,85-N400,RM093,18087.0,2020-02-07 02:46:38,2020-02-18 14:00:00,36.0
630,190966,R7026D,71-V300,RM171,340308.0,2020-02-07 02:47:33,2020-03-11 14:00:00,102.0
631,190865,R7616A,75-T240,RM171,0.0,2020-02-10 10:57:41,2020-03-10 06:00:00,88.0
632,191116,R7479C-Thin-Wall,54-H1100,RM176,8213.0,2020-02-10 11:20:40,2020-02-14 14:00:00,14.0
633,191162,R7621A,77-H800,RM171,13084.0,2020-02-10 18:54:40,2020-02-16 14:00:00,19.0
634,191161,R7407B,30-T390,RM171,3331.0,2020-02-11 14:00:01,2020-02-13 14:00:00,7.0
635,191756,R7515A,42-T720,RM093,15380.0,2020-02-11 15:58:37,2020-02-15 06:00:00,9.0
636,191262,R7042M,32-N400,RM171,572.0,2020-02-12 08:15:52,2020-02-12 08:15:52,1.0
637,190946,R7028M-Thin-Wall,31-N500,RM129,19534.0,2020-02-12 09:29:49,2020-02-14 06:00:00,7.0
638,189686,R7036E-Thin-Wall,74-H650,RM129,6009.0,2020-02-16 08:02:40,2020-02-17 14:00:00,5.0
639,191168,R7045E,23-V400,RM171,0.0,2020-02-17 00:23:35,2020-02-17 14:00:00,3.0
640,190609,R7036E-Thin-Wall,74-H650,RM129,18080.0,2020-02-17 18:59:27,2020-02-21 14:00:00,13.0
641,191536,R7028M-Thin-Wall,31-N500,RM171,23648.0,2020-02-18 23:06:08,2020-02-20 22:00:00,7.0
642,191366,R7046L-Thin-Wall,42-T720,RM165,9772.0,2020-02-20 06:50:32,2020-02-25 06:00:00,11.0
643,191163,R7036E-Thin-Wall,74-H650,RM168,9737.0,2020-02-21 20:06:17,2020-02-24 06:00:00,9.0
644,191296,R7500B,14-N400,RM129,302900.0,2020-02-22 03:55:34,2020-02-29 18:00:01,85.0
645,190856,R7451A,90-N120,RM036,73917.0,2020-02-25 08:07:50,2020-03-08 18:00:00,52.0
646,191386,R7032D,43-N500,RM171,34727.0,2020-02-25 11:22:12,2020-03-18 18:00:00,46.0
647,191362,R7046L-Thin-Wall,42-T720,RM129,14538.0,2020-02-25 12:38:38,2020-03-02 06:00:00,13.0
648,191176,R7036C,77-H800,RM093,13732.0,2020-02-27 08:12:24,2020-03-01 22:00:00,12.0
649,191762,R7028N-Thin-Wall,81-T500,RM171,51730.0,2020-02-28 03:31:45,2020-03-09 06:00:00,22.0
650,191236,R7413B,67-H800,RM129,7249.0,2020-02-28 19:41:11,2020-03-01 18:00:00,5.0
651,191763,R7624A,89-T610,RM093,17111.0,2020-02-28 21:24:37,2020-03-17 18:00:00,37.0
652,190682,R7502E,18-N400,RM129,248097.0,2020-02-29 09:15:42,2020-03-06 06:00:01,65.0
653,190556,R7036E-Thin-Wall,74-H650,RM129,5764.0,2020-02-29 12:51:57,2020-03-01 14:00:00,5.0
654,190687,R7515B,63-N500,RM093,15853.0,2020-03-02 20:05:15,2020-03-05 06:00:01,12.0
655,191306,R8509B,432-T200,RM129,21845.0,2020-03-03 11:42:16,2020-03-11 06:00:00,17.0
656,191286,R7036E-Thin-Wall,74-H650,RM129,413.0,2020-03-05 05:39:20,2020-03-05 06:00:00,2.0
657,191461,R7075B,72-T120,RM044,48813.0,2020-03-05 08:06:21,2020-04-10 06:00:00,109.0
658,191169,R7413B,67-H800,RM165,255.0,2020-03-05 20:28:06,2020-03-09 18:00:00,9.0
659,190610,R7036E-Thin-Wall,74-H650,RM129,32666.0,2020-03-06 01:15:17,2020-03-13 22:00:00,25.0
660,190762,R7417B,63-N500,RM176,24321.0,2020-03-07 20:37:54,2020-03-11 14:00:01,25.0
661,191016,R7451A,90-N120,RM036,58611.0,2020-03-09 03:33:01,2020-03-18 18:00:00,42.0
662,192163,R7481A,85-N400,RM093,17790.0,2020-03-12 10:49:07,2020-03-19 06:00:00,22.0
663,192165,R7417C,61-T500,RM176,1328.0,2020-03-12 11:58:51,2020-03-16 06:00:00,9.0
664,191486,R7500B,14-N400,RM129,292981.0,2020-03-13 03:02:21,2020-03-19 06:00:01,73.0
665,190969,R7013C,50-T390,RM110,259908.0,2020-03-13 06:33:47,2020-04-10 06:00:00,85.0
666,191046,R7502E,18-N400,RM129,306309.0,2020-03-13 13:24:17,2020-03-25 18:00:01,130.0
667,191962,R7479E-Thin-Wall,52-H1100,RM129,6780.0,2020-03-13 15:10:26,2020-03-16 06:00:00,7.0
668,191563,R7569C-Thin-Wall,67-H800,RM129,26674.0,2020-03-14 09:42:28,2020-03-25 18:00:00,24.0
669,191694,R7036E-Thin-Wall,74-H650,RM129,14863.0,2020-03-17 20:26:56,2020-03-20 22:00:00,11.0
670,191667,R7461E,37-N400,RM129,26713.0,2020-03-17 22:38:31,2020-03-18 18:00:01,12.0
671,191263,R7414A,33-T500,RM129,230608.0,2020-03-18 01:38:25,2020-04-04 06:00:00,159.0
672,191065,R7036D,56-H650,RM165,7127.0,2020-03-18 05:13:44,2020-03-19 18:00:00,5.0
673,192168,R7028M-Thin-Wall,31-N500,RM129,17292.0,2020-03-18 06:40:01,2020-03-20 06:00:00,7.0
674,191966,R7479C-Thin-Wall,54-H1100,RM129,19987.0,2020-03-18 23:00:13,2020-03-25 22:00:01,22.0
675,191569,R7500B,14-N400,RM129,336894.0,2020-03-19 07:35:04,2020-03-26 06:00:01,75.0
676,191365,R7036D,56-H650,RM129,7350.0,2020-03-19 23:45:23,2020-03-24 18:00:00,11.0
677,192162,R7028M-Thin-Wall,31-N500,RM129,15352.0,2020-03-20 07:50:49,2020-03-22 06:00:00,7.0
678,191630,R7036E-Thin-Wall,74-H650,RM129,11200.0,2020-03-23 06:25:39,2020-03-25 14:00:00,8.0
679,191674,R7607D-Thin-Wall,82-S500,RM171,11356.0,2020-03-25 08:03:03,2020-03-31 06:00:00,19.0
680,191564,R7449A,64-N400,RM093,82044.0,2020-03-25 08:37:26,2020-04-03 22:00:00,70.0
681,191964,R7479C-Thin-Wall,54-H1100,RM165,22998.0,2020-03-25 22:03:07,2020-04-06 06:00:01,35.0
682,191261,R7502E,18-N400,RM129,133179.0,2020-03-26 04:52:26,2020-03-30 06:00:01,50.0
683,191846,R7567C,66-N400,RM171,8250.0,2020-03-26 10:06:46,2020-03-28 06:00:00,5.0
684,192006,R7479E-Thin-Wall,52-H1100,RM176,15506.0,2020-03-29 16:42:18,2020-04-02 18:00:00,10.0
685,191620,R7500B,14-N400,RM129,296612.0,2020-03-30 05:39:47,2020-04-06 06:00:01,81.0
686,191764,R7483A,85-N400,RM093,13357.0,2020-03-30 12:50:02,2020-04-06 14:00:00,23.0
687,192262,R7028M-Thin-Wall,31-N500,RM171,28338.0,2020-03-30 15:33:58,2020-04-02 14:00:01,10.0
688,191965,R7479E-Thin-Wall,52-H1100,RM129,4631.0,2020-04-02 19:03:55,2020-04-03 18:00:00,3.0
689,191656,R7481B,64-N400,RM093,49260.0,2020-04-03 19:07:38,2020-04-09 18:00:01,26.0
690,191956,R7479C-Thin-Wall,54-H1100,RM176,14059.0,2020-04-06 07:19:49,2020-04-13 06:00:01,22.0
691,191706,R7038A,85-N400,RM171,14486.0,2020-04-06 16:04:42,2020-04-10 14:00:00,13.0
692,191006,R7036E-Thin-Wall,74-H650,RM129,11445.0,2020-04-06 16:50:48,2020-04-08 22:00:00,8.0
693,191863,R7042M,32-N400,RM171,18686.0,2020-04-06 22:33:57,2020-05-06 06:00:00,89.0
694,191618,R7463B,431-T310,RM129,52366.0,2020-04-08 18:55:06,2020-04-27 18:00:00,78.0
695,192169,R7036E-Thin-Wall,74-H650,RM129,34834.0,2020-04-09 05:32:16,2020-04-20 06:00:00,35.0
696,191627,R7413B,67-H800,RM176,8741.0,2020-04-10 05:51:02,2020-04-12 18:00:00,7.0
697,192236,R7461E,37-N400,RM129,227354.0,2020-04-10 12:29:26,2020-04-27 18:00:01,153.0
698,191663,R7102B,76-V400,RM129,89568.0,2020-04-11 12:32:51,2020-04-23 22:00:00,39.0
699,191665,R7089C,85-N400,RM171,23792.0,2020-04-13 06:00:00,2020-04-23 14:00:00,32.0
700,191860,R7502E,18-N400,RM129,284268.0,2020-04-13 07:50:28,2020-04-19 18:00:01,70.0
701,191632,R7028M-Thin-Wall,31-N500,RM129,24012.0,2020-04-13 21:37:15,2020-04-20 06:00:00,21.0
702,192016,R7407B,30-T390,RM171,6342.0,2020-04-14 06:31:10,2020-05-23 06:00:00,118.0
703,191967,R7479E-Thin-Wall,52-H1100,RM129,28000.0,2020-04-16 00:50:05,2020-04-23 18:00:00,17.0
704,192564,R7028N-Thin-Wall,81-T500,RM129,15922.0,2020-04-16 03:32:02,2020-04-18 06:00:00,6.0
705,191766,R7569C-Thin-Wall,67-H800,RM129,33488.0,2020-04-16 08:04:29,2020-04-28 18:00:01,26.0
706,192646,R7500D,40-T390,RM129,878.0,2020-04-16 09:37:05,2020-04-26 06:00:01,31.0
707,192666,R7515A,42-T720,RM093,15392.0,2020-04-16 20:10:00,2020-04-20 18:00:00,9.0
708,192346,R7481B,64-N400,RM093,25907.0,2020-04-18 16:53:23,2020-04-21 18:00:00,16.0
709,192681,R7028N-Thin-Wall,81-T500,RM129,78066.0,2020-04-18 17:18:31,2020-06-08 06:00:00,103.0
710,191456,R7450A,65-T310,RM171,28384.0,2020-04-19 03:09:21,2020-04-26 06:00:00,23.0
711,191862,R7500B,14-N400,RM129,299788.0,2020-04-19 03:19:48,2020-04-26 18:00:01,91.0
712,192062,R7032D,43-N500,RM171,23177.0,2020-04-19 15:06:31,2020-05-01 06:00:01,25.0
713,192026,R7028M-Thin-Wall,31-N500,RM129,20332.0,2020-04-20 10:21:35,2020-04-22 06:00:00,7.0
714,191666,R7633A,86-T390,RM129,38669.0,2020-04-20 16:18:30,2020-05-08 06:00:01,148.0
715,191633,R7536A,54-H1100,RM176,5524.0,2020-04-21 21:56:54,2020-04-25 06:00:00,12.0
716,191369,R7028M-Thin-Wall,31-N500,RM171,0.0,2020-04-25 03:27:48,2020-04-25 03:27:48,1.0
717,192685,R7502F,40-T390,RM129,1100.0,2020-04-26 12:10:20,2020-05-05 06:00:00,28.0
718,191601,R7028M-Thin-Wall,31-N500,RM129,54260.0,2020-04-28 00:08:48,2020-05-06 06:00:00,26.0
719,191861,R7502E,18-N400,RM129,263819.0,2020-04-28 02:55:07,2020-05-03 06:00:01,60.0
720,192263,R7463B,431-T310,RM129,50072.0,2020-04-28 02:55:52,2020-05-14 06:00:00,68.0
721,192161,R7417B,63-N500,RM176,118523.0,2020-04-28 20:35:50,2020-05-11 14:00:00,90.0
722,192776,R7622A,89-T610,RM093,12402.0,2020-04-29 02:54:39,2020-05-07 18:00:00,19.0
723,191669,R7075B,72-T120,RM044,60667.0,2020-05-01 13:36:58,2020-05-20 22:00:00,59.0
724,192369,R7036F-Thin-Wall,56-H650,RM165,19841.0,2020-05-01 14:10:43,2020-05-13 18:00:00,26.0
725,191760,R7450A,65-T310,RM171,29414.0,2020-05-03 03:31:38,2020-05-10 14:00:00,23.0
726,192860,R7481A,85-N400,RM093,11606.0,2020-05-04 15:39:22,2020-05-14 14:00:00,31.0
727,192068,R7040H,20-T390,RM129,14624.0,2020-05-05 15:53:25,2020-05-28 14:00:01,91.0
728,191969,R7479C-Thin-Wall,54-H1100,RM165,6746.0,2020-05-05 19:29:14,2020-05-08 06:00:00,9.0
729,192648,R7417B,61-T500,RM176,0.0,2020-05-06 11:42:37,2020-05-09 06:00:01,7.0
730,192064,R7032D,43-N500,RM171,35959.0,2020-05-06 12:13:54,2020-06-09 18:00:00,70.0
731,192863,R7417B,61-T500,RM176,208.0,2020-05-09 06:52:41,2020-05-11 06:00:00,5.0
732,192336,R7502E,18-N400,RM129,180668.0,2020-05-10 08:29:17,2020-05-13 18:00:01,40.0
733,192186,R7500D,14-N400,RM129,266127.0,2020-05-10 15:28:50,2020-05-19 18:00:01,100.0
734,192962,R7479E-Thin-Wall,52-H1100,RM129,1114.0,2020-05-12 13:25:12,2020-05-12 18:00:00,2.0
735,191906,R7026D,71-V300,RM171,212996.0,2020-05-12 18:24:16,2020-06-04 06:00:00,69.0
736,191364,R7027D-Thin-Wall,70-N400,RM129,77528.0,2020-05-12 23:00:46,2020-05-19 22:00:00,22.0
737,191622,R7028M-Thin-Wall,31-N500,RM129,19220.0,2020-05-12 23:03:21,2020-05-15 14:00:00,9.0
738,190956,R7515B,63-N500,RM093,0.0,2020-05-15 09:58:35,2020-06-17 06:00:00,67.0
