,shop_order,tool,mach_name,resin,total_pieces,start_time,end_time,number of entries
246,186709,R7046L-Thin-Wall,42-T720,RM171,27872.0,2019-04-01 17:54:47,2019-04-05 18:00:00,10.0
247,186706,R7500D,14-N400,RM129,293455.0,2019-04-02 07:57:21,2019-04-08 06:00:01,65.0
248,186952,R7102B,76-V400,RM129,4366.0,2019-04-02 15:53:59,2019-04-03 14:00:00,4.0
249,187976,R7027D-Thin-Wall,70-N400,RM129,1956.0,2019-04-03 07:11:52,2019-04-03 14:00:00,2.0
250,186683,R7451A,90-N120,RM036,17059.0,2019-04-05 02:17:36,2019-04-11 06:00:00,20.0
251,186817,R7045D,23-V400,RM171,12196.0,2019-04-05 07:20:44,2019-04-07 14:00:00,9.0
252,187463,R7479C-Thin-Wall,54-H1100,RM129,7476.0,2019-04-06 22:27:22,2019-04-09 22:00:00,10.0
253,186685,R7450A,91-T180,RM171,29177.0,2019-04-07 14:37:49,2019-04-14 18:00:00,16.0
254,187684,R7045E,23-V400,RM171,59920.0,2019-04-07 14:40:34,2019-04-12 06:00:01,30.0
255,187675,R7502E,18-N400,RM129,57299.0,2019-04-08 07:51:20,2019-04-09 06:00:01,15.0
256,186790,R7500D,14-N400,RM129,295876.0,2019-04-08 17:46:47,2019-04-15 06:00:01,75.0
257,187476,R7036F-Thin-Wall,56-H650,RM165,30355.0,2019-04-09 14:11:55,2019-04-18 06:00:00,19.0
258,188060,R7479C-Thin-Wall,54-H1100,RM176,7253.0,2019-04-10 00:11:19,2019-04-12 06:00:01,8.0
259,186820,R7483A,85-N400,RM093,27086.0,2019-04-10 09:43:37,2019-04-25 06:00:01,46.0
260,186878,R7024L,65-T310,RM171,21616.0,2019-04-11 15:42:10,2019-04-22 14:00:00,34.0
261,187633,R7036C,74-H650,RM165,6498.0,2019-04-11 18:51:20,2019-04-13 22:00:00,8.0
262,186746,R7407B,80-H440,RM171,12438.0,2019-04-11 21:07:56,2019-04-15 06:00:00,12.0
263,186548,R7045E,23-V400,RM171,84896.0,2019-04-12 09:04:18,2019-04-24 22:00:00,61.0
264,186778,R7042M,32-N400,RM171,17266.0,2019-04-12 13:28:24,2019-05-22 06:00:00,121.0
265,187166,R7479C-Thin-Wall,54-H1100,RM165,3190.0,2019-04-13 06:00:01,2019-04-14 22:00:00,6.0
266,187671,R7572A,67-H800,RM129,5826.0,2019-04-13 07:21:11,2019-04-15 06:00:00,5.0
267,187586,R7032D,43-N500,RM171,67323.0,2019-04-14 18:25:41,2019-05-20 06:00:00,72.0
268,186822,R7450A,91-T180,RM171,9909.0,2019-04-15 01:16:58,2019-04-17 06:00:00,6.0
269,186357,R7500D,14-N400,rm129,287295.0,2019-04-15 08:07:27,2019-04-22 06:00:00,71.0
270,187464,R7479D-Thin-Wall,52-H1100,RM129,766.0,2019-04-15 11:27:02,2019-04-15 11:27:02,1.0
271,187962,R7481B,64-N400,RM093,65010.0,2019-04-15 14:24:09,2019-04-23 18:00:00,36.0
272,186982,R7046J,77-H800,RM171,8466.0,2019-04-16 14:42:25,2019-04-18 14:00:00,7.0
273,187465,R7479C-Thin-Wall,54-H1100,RM129,22393.0,2019-04-17 09:23:26,2019-04-24 22:00:00,24.0
274,186151,R7461E,37-N400,RM129,146792.0,2019-04-17 10:15:49,2019-04-23 06:00:01,65.0
275,186737,R7451A,90-N120,RM036,57378.0,2019-04-17 17:07:58,2019-04-24 06:00:00,28.0
276,187236,R7028N-Thin-Wall,81-T500,RM171,50634.0,2019-04-18 08:18:31,2019-04-29 18:00:01,24.0
277,187086,R7463B,431-T310,RM129,49059.0,2019-04-18 10:20:16,2019-05-07 18:00:00,80.0
278,186704,R7502E,18-N400,RM129,381057.0,2019-04-19 07:40:27,2019-04-29 06:00:01,105.0
279,186355,R7599B,89-T610,RM171,40332.0,2019-04-19 12:34:39,2019-05-01 06:00:00,25.0
280,187645,R7028M-Thin-Wall,31-N500,RM171,26258.0,2019-04-20 22:00:00,2019-04-23 06:00:00,8.0
281,186941,R7500D,14-N400,RM129,286164.0,2019-04-22 01:22:32,2019-04-28 18:00:01,74.0
282,186631,R7046J,77-H800,RM171,65410.0,2019-04-22 07:28:35,2019-05-08 14:00:00,50.0
283,187769,R7075B,72-T120,RM044,126081.0,2019-04-22 08:43:57,2019-05-12 22:00:00,63.0
284,188064,R7417B,63-N500,RM176,71867.0,2019-04-22 10:36:10,2019-05-02 14:00:00,56.0
285,186821,R7451A,90-N120,RM036,65887.0,2019-04-24 10:30:32,2019-05-06 06:00:00,35.0
286,187026,R7045E,23-V400,RM171,154136.0,2019-04-24 22:14:10,2019-05-07 22:00:00,80.0
287,187496,R7036F-Thin-Wall,56-H650,RM129,5633.0,2019-04-25 08:43:40,2019-04-27 06:00:00,5.0
288,186981,R7038A,85-N400,RM171,20913.0,2019-04-25 11:01:49,2019-05-14 14:00:00,59.0
289,186712,R7461D,37-N400,RM129,25001.0,2019-04-25 20:46:05,2019-06-06 22:00:00,20.0
290,186819,R7605D,83-T390,RM171,62946.0,2019-04-25 23:51:53,2019-05-13 22:00:01,79.0
291,188267,R7461E,37-N400,RM129,0.0,2019-04-26 07:05:46,2019-04-26 07:07:03,3.0
292,188268,R7461D,37-N400,RM129,12050.0,2019-04-26 09:26:10,2019-04-26 18:00:01,8.0
293,187146,R7413B,67-H800,RM168,6548.0,2019-04-26 11:46:29,2019-04-29 06:11:54,8.0
294,188063,R7417B,63-N500,RM176,63345.0,2019-04-28 01:21:40,2019-05-06 06:00:01,48.0
295,186881,R7450A,91-T180,RM171,6619.0,2019-04-28 22:21:18,2019-04-30 18:00:00,5.0
296,187628,R7500D,14-N400,RM129,294797.0,2019-04-29 02:19:20,2019-05-07 06:00:01,90.0
297,188296,R7461D,37-N400,RM093,357937.0,2019-04-29 08:09:31,2019-05-17 06:00:00,166.0
298,187669,R7028N-Thin-Wall,81-T500,RM129,10250.0,2019-04-29 22:55:11,2019-05-01 06:00:00,4.0
299,186880,R7451A,90-N120,RM036,79426.0,2019-04-30 21:06:56,2019-05-11 18:00:00,35.0
300,187796,R7413B,67-H800,RM129,16499.0,2019-04-30 22:56:29,2019-05-04 06:00:01,8.0
301,186939,R7599B,89-T610,RM171,14196.0,2019-05-01 17:10:40,2019-05-03 18:00:01,6.0
302,187667,R7067C,30-T390,RM129,24640.0,2019-05-02 06:51:27,2019-05-21 06:00:01,22.0
303,187768,R7068C,40-T390,RM129,49926.0,2019-05-02 10:01:46,2019-06-14 06:00:00,130.0
304,187679,R7479C-Thin-Wall,54-H1100,RM129,20448.0,2019-05-03 16:00:07,2019-05-10 14:00:00,22.0
305,187168,R7413B,67-H800,RM129,10225.0,2019-05-06 18:00:00,2019-05-09 06:00:00,7.0
306,187647,R7500D,14-N400,RM129,297460.0,2019-05-07 09:52:56,2019-05-13 06:00:01,65.0
307,187868,R7027D-Thin-Wall,70-N400,RM129,107364.0,2019-05-07 13:53:46,2019-05-14 14:00:00,23.0
308,187762,R7102B,76-V400,RM129,82378.0,2019-05-07 21:00:31,2019-05-21 06:00:00,42.0
309,187461,R7413B,67-H800,RM176,2794.0,2019-05-09 08:36:24,2019-05-10 06:00:01,3.0
310,187836,R7417B,63-N500,RM176,42830.0,2019-05-10 10:14:34,2019-05-14 22:00:00,35.0
311,186524,R7479D-Thin-Wall,52-H1100,RM129,9350.0,2019-05-10 17:59:58,2019-05-16 06:00:01,13.0
312,187206,R7459A,72-T120,RM129,19269.0,2019-05-13 03:04:30,2019-06-01 14:00:00,60.0
313,187652,R7502E,18-N400,RM129,123843.0,2019-05-13 07:50:23,2019-05-15 18:00:01,30.0
314,186823,R7024K,91-T180,RM171,11303.0,2019-05-13 13:29:21,2019-05-16 06:00:00,7.0
315,187676,R7028M-Thin-Wall,31-N500,RM171,33826.0,2019-05-13 23:12:04,2019-05-18 06:00:00,14.0
316,187467,R8526B,83-T390,RM129,40322.0,2019-05-13 23:31:51,2019-05-20 14:00:00,42.0
317,186526,R7038A,85-N400,RM171,9117.0,2019-05-14 14:44:49,2019-05-21 14:00:00,22.0
318,186730,R7045E,23-V400,RM171,178888.0,2019-05-14 16:58:30,2019-06-06 14:00:00,140.0
319,186792,R7461D,37-N400,RM093,25347.0,2019-05-14 18:26:58,2019-05-17 07:02:34,25.0
320,186719,R7479C-Thin-Wall,54-H1100,RM129,4731.0,2019-05-15 07:18:50,2019-05-16 22:00:00,6.0
321,187646,R7502E,18-N400,RM093,379720.0,2019-05-16 05:22:09,2021-01-03 06:00:01,134.0
322,187663,R7451A,90-N120,RM036,41475.0,2019-05-16 12:51:32,2019-05-30 10:46:33,30.0
323,188568,R7515B,63-N500,RM093,35214.0,2019-05-17 03:03:27,2019-05-22 18:00:00,26.0
324,187674,R7036E-Thin-Wall,74-H650,RM129,4052.0,2019-05-17 10:18:32,2019-05-18 06:00:00,4.0
325,188567,R7461D,37-N400,RM093,341572.0,2019-05-17 15:54:33,2019-06-09 06:00:01,205.0
326,187649,R7479D-Thin-Wall,52-H1100,RM129,4781.0,2019-05-19 23:24:50,2019-05-21 06:00:01,4.0
327,187662,R7605D,83-T390,RM171,40982.0,2019-05-20 14:30:49,2019-05-28 14:00:00,25.0
328,187622,R7606C/R7568C,84-T250,RM171,41036.0,2019-05-20 14:31:39,2019-05-28 14:00:00,25.0
329,188608,R7036E-Thin-Wall,74-H650,RM168,14126.0,2019-05-21 16:23:21,2019-05-26 06:00:01,15.0
330,186461,R7623A,50-T390,RM093,15812.0,2019-05-21 16:43:24,2019-06-19 14:00:00,88.0
331,187677,R7028M-Thin-Wall,31-N500,RM171,44698.0,2019-05-22 07:46:09,2019-05-30 06:00:00,25.0
332,188614,R7067C,30-T390,RM129,23072.0,2019-05-22 11:05:29,2019-06-10 14:00:00,59.0
333,188611,R7042P-Thin-Wall,32-N400,RM171,2392.0,2019-05-22 11:10:22,2019-05-29 06:00:00,22.0
334,188621,R7479D-Thin-Wall,52-H1100,RM176,182.0,2019-05-22 12:01:21,2019-05-22 18:00:00,2.0
335,188569,R7515B,63-N500,RM176,60254.0,2019-05-22 21:55:46,2019-07-02 18:00:00,66.0
336,186496,R7598B,89-T610,RM171,19615.0,2019-05-23 08:27:33,2019-06-12 06:00:00,41.0
337,188625,R7515A,33-T500,RM176,23479.0,2019-05-24 06:41:01,2019-05-31 14:00:01,23.0
338,188606,R7036C,74-H650,RM165,8208.0,2019-05-26 11:53:03,2019-05-30 06:00:00,13.0
339,187960,R7479C-Thin-Wall,54-H1100,RM165,15066.0,2019-05-28 17:12:25,2019-06-03 22:00:00,21.0
340,188166,R7042L,32-N400,RM171,20780.0,2019-05-29 07:09:03,2019-05-31 14:00:00,8.0
341,187763,R7567C,66-N400,RM171,19699.0,2019-05-29 19:08:07,2019-06-18 06:00:01,40.0
342,188116,R7089C,85-N400,RM171,32230.0,2019-05-29 20:58:53,2019-06-07 06:00:00,27.0
343,187643,R7463B,431-T310,RM129,50316.0,2019-05-30 03:32:17,2019-06-12 06:00:01,56.0
344,188765,R7479EGW-Thin-Wall,52-H1100,RM165,447.0,2019-05-30 11:01:38,2019-05-30 11:01:38,1.0
345,187356,R7616A,75-T240,RM171,205848.0,2019-05-30 15:26:52,2019-06-19 22:00:01,62.0
346,187686,R7414A,33-T500,RM129,132808.0,2019-05-31 14:00:00,2019-06-10 06:00:00,90.0
347,187436,R7042L,32-N400,RM171,54466.0,2019-05-31 20:35:41,2019-06-13 14:00:00,40.0
348,188679,R7515B,63-N500,RM176,2916.0,2019-06-01 10:11:01,2019-06-04 06:00:00,10.0
349,187946,R7479C-Thin-Wall,54-H1100,RM165,82.0,2019-06-04 00:27:42,2019-06-04 00:27:42,1.0
350,186940,R7502E,18-N400,RM129,191989.0,2019-06-04 06:00:00,2019-06-08 06:00:01,45.0
351,188816,R7479C-Thin-Wall,54-H1100,RM129,28104.0,2019-06-04 06:00:00,2019-06-13 22:00:00,30.0
352,188156,R7569C-Thin-Wall,67-H800,RM129,2434.0,2019-06-05 22:46:32,2019-06-06 18:00:00,3.0
353,188056,R7515B,63-N500,RM093,12752.0,2019-06-06 11:23:00,2019-06-08 06:00:00,10.0
354,187756,R7045E,23-V400,RM171,181356.0,2019-06-06 14:23:46,2019-06-21 14:00:00,92.0
355,188673,R7461D,37-N400,RM129,35609.0,2019-06-06 15:15:44,2019-06-09 06:00:00,28.0
356,188566,R7027D-Thin-Wall,70-N400,RM165,44244.0,2019-06-07 00:19:00,2019-06-13 14:00:00,21.0
357,188186,R7040H,20-T390,RM129,44496.0,2019-06-07 12:22:41,2019-06-17 06:00:00,62.0
358,188163,R7502E,18-N400,RM129,283775.0,2019-06-08 15:37:43,2019-06-14 06:00:01,65.0
359,188596,R7479D-Thin-Wall,52-H1100,RM129,5933.0,2019-06-08 17:39:28,2019-06-10 06:00:00,5.0
360,188262,R7075B,72-T120,RM044,62681.0,2019-06-09 11:53:16,2019-06-19 06:00:00,31.0
361,188466,R7633A,86-T390,RM129,330804.0,2019-06-10 15:14:30,2019-07-14 06:00:01,276.0
362,188675,R7407B,30-T390,RM171,9221.0,2019-06-10 16:43:43,2019-06-20 06:00:00,30.0
363,187886,R7028N-Thin-Wall,81-T500,RM129,77550.0,2019-06-10 16:55:27,2019-06-22 06:00:00,25.0
364,187650,R7413B,67-H800,RM165,13571.0,2019-06-11 16:32:33,2019-06-16 06:00:00,11.0
365,187869,R7463B,431-T310,RM129,56013.0,2019-06-12 10:07:35,2019-06-21 06:00:00,38.0
366,188165,R7502E,18-N400,RM129,281598.0,2019-06-14 16:53:34,2019-06-20 06:00:01,65.0
367,188366,R7450A,65-T310,RM171,35602.0,2019-06-14 20:08:23,2019-06-24 06:00:00,30.0
368,187176,R7479C-Thin-Wall,54-H1100,RM129,11217.0,2019-06-15 13:07:09,2019-06-24 06:00:00,28.0
369,187856,R7413B,67-H800,RM129,5357.0,2019-06-16 09:12:32,2019-06-18 06:00:00,5.0
370,187664,R7445A,33-T500,RM129,131735.0,2019-06-16 10:35:05,2019-06-28 06:00:00,101.0
371,188646,R7515B,63-N500,RM093,47912.0,2019-06-18 03:48:43,2019-06-26 18:00:01,38.0
372,188261,R7567C,66-N400,RM171,31664.0,2019-06-18 15:41:35,2019-07-17 06:00:00,59.0
373,188655,R7568A,75-T240,RM171,58244.0,2019-06-20 05:45:31,2019-07-01 06:00:01,35.0
374,188006,R7026D,71-V300,RM171,14300.0,2019-06-21 07:25:14,2019-06-22 06:00:00,4.0
375,187736,R7046L-Thin-Wall,42-T720,RM171,6066.0,2019-06-23 10:15:04,2019-06-24 06:00:00,3.0
376,187651,R7036E-Thin-Wall,74-H650,RM129,40051.0,2019-06-23 13:17:25,2019-07-02 06:00:00,28.0
377,187760,R7450A,91-T180,RM171,36708.0,2019-06-24 13:52:33,2019-07-06 18:00:00,26.0
378,188516,R7028M-Thin-Wall,31-N500,RM129,2826.0,2019-06-26 07:20:05,2019-06-26 07:20:05,1.0
379,187846,R7481B,64-N400,RM093,112345.0,2019-06-27 01:58:25,2019-07-14 18:00:01,74.0
380,187619,R7479C-Thin-Wall,54-H1100,RM168,11010.0,2019-06-27 06:11:56,2019-07-02 06:00:01,16.0
381,188546,R7032F,40-T390,RM171,22972.0,2019-06-27 13:32:00,2019-07-15 22:00:01,57.0
382,188465,R7040H,20-T390,RM129,58860.0,2019-06-28 15:22:44,2019-07-03 14:00:00,32.0
383,188649,R7445A,33-T500,RM129,75263.0,2019-07-01 07:42:11,2019-07-09 22:00:01,65.0
384,188486,R7502E,18-N400,RM129,286885.0,2019-07-01 19:31:50,2019-07-08 18:00:00,75.0
385,188076,R7463B,431-T310,RM129,50669.0,2019-07-02 01:54:48,2019-07-15 06:00:01,56.0
386,188426,R7102B,76-V400,RM129,76094.0,2019-07-02 10:47:15,2019-07-11 14:00:00,29.0
387,188761,R7043B,30-T390,RM171,34659.0,2019-07-03 16:04:09,2019-07-18 14:00:00,46.0
388,188642,R7027D-Thin-Wall,70-N400,RM129,44436.0,2019-07-03 17:08:18,2019-07-09 22:00:00,20.0
389,188694,R7479C-Thin-Wall,54-H1100,RM165,3223.0,2019-07-05 19:50:41,2019-07-07 06:00:01,6.0
390,188624,R7046L-Thin-Wall,42-T720,RM171,21850.0,2019-07-06 11:35:37,2019-07-18 18:00:00,26.0
391,188654,R7479E-Thin-Wall,52-H1100,RM129,5881.0,2019-07-06 22:01:08,2019-07-08 06:00:00,4.0
392,188096,R7451A,90-N120,RM036,65638.0,2019-07-07 05:31:03,2019-07-19 18:00:00,53.0
393,188963,R7032D,43-N500,RM171,58435.0,2019-07-08 10:50:31,2019-08-29 06:00:00,105.0
394,188306,R7413B,67-H800,RM165,4079.0,2019-07-09 05:22:29,2019-07-10 06:00:00,4.0
395,189236,R7413B,67-H800,RM168,1208.0,2019-07-11 02:03:42,2019-07-11 06:00:00,2.0
396,188160,R7599B,89-T610,RM171,12936.0,2019-07-12 06:46:56,2019-07-14 18:00:00,6.0
397,187673,R7036E-Thin-Wall,74-H650,RM129,9179.0,2019-07-13 12:37:47,2019-07-15 06:00:00,7.0
398,188061,R7479C-Thin-Wall,54-H1100,RM168,19388.0,2019-07-14 11:18:59,2019-07-23 14:00:00,29.0
399,188986,R7633A,86-T390,RM129,34593.0,2019-07-14 16:23:01,2019-07-15 18:00:01,16.0
400,188346,R7463B,431-T310,RM129,54539.0,2019-07-15 17:48:12,2019-07-30 06:00:00,62.0
401,189366,R7032D,43-N500,RM171,27114.0,2019-07-16 03:36:26,2019-09-08 06:00:00,108.0
402,189369,R7481B,61-T500,RM093,3053.0,2019-07-16 17:09:02,2019-07-25 06:00:00,19.0
403,189426,R7414B,33-T500,RM129,218324.0,2019-07-16 20:56:20,2019-08-01 06:00:01,144.0
404,188617,R7569C-Thin-Wall,67-H800,RM129,4006.0,2019-07-17 09:56:33,2019-07-18 18:00:00,4.0
405,188168,R7046L-Thin-Wall,42-T720,RM171,68508.0,2019-07-18 18:02:03,2019-08-01 06:00:00,28.0
406,187276,R7479E-Thin-Wall,52-H1100,RM176,7067.0,2019-07-20 18:16:37,2019-07-22 18:00:00,5.0
407,188866,R7569C-Thin-Wall,67-H800,RM129,19332.0,2019-07-21 09:37:18,2019-07-26 06:00:00,11.0
408,189036,R7040H,20-T390,RM129,60674.0,2019-07-23 13:33:32,2019-08-03 06:00:00,68.0
409,188167,R7042M,32-N400,RM171,31708.0,2019-07-23 19:44:51,2019-07-31 14:00:01,25.0
410,187680,R7479C-Thin-Wall,54-H1100,RM176,11395.0,2019-07-23 20:27:17,2019-08-02 06:00:00,15.0
411,188706,R7500D,14-N400,RM129,315731.0,2019-07-24 14:18:14,2019-08-01 18:00:01,91.0
412,188764,R7450A,91-T180,RM171,939.0,2019-07-24 22:39:33,2019-07-25 06:00:00,2.0
413,188367,R7450A,91-T180,RM171,32076.0,2019-07-25 09:26:55,2019-08-02 06:00:00,17.0
414,189361,R7413B,67-H800,RM176,9196.0,2019-07-30 10:07:24,2019-08-01 18:00:00,6.0
415,189406,R7075B,72-T120,RM044,35625.0,2019-07-30 10:44:35,2019-08-23 06:00:00,52.0
416,189600,R7019A,72-T120,RM129,20771.0,2019-07-31 09:35:28,2019-08-07 14:00:00,23.0
417,188615,R7036F-Thin-Wall,56-H650,RM165,38973.0,2019-07-31 16:02:26,2019-08-17 06:00:00,35.0
418,188622,R7042M,32-N400,RM171,16794.0,2019-07-31 19:14:09,2019-08-26 14:00:00,79.0
419,188362,R7045E,23-V400,RM171,15398.0,2019-08-01 06:20:29,2019-08-02 14:00:00,10.0
420,188967,R7500B,14-N400,RM129,294080.0,2019-08-02 04:24:54,2019-08-08 06:00:01,70.0
421,189606,R7479C-Thin-Wall,54-H1100,RM176,10554.0,2019-08-02 13:19:04,2019-08-07 22:00:01,18.0
422,189604,R7479E-Thin-Wall,52-H1100,RM129,13443.0,2019-08-02 14:02:02,2019-08-05 18:00:01,8.0
423,189615,R7417B,61-T500,RM176,18181.0,2019-08-02 17:03:37,2019-08-06 18:00:01,10.0
424,188369,R7450A,91-T180,RM171,9965.0,2019-08-02 17:20:54,2019-08-07 06:00:00,11.0
425,188968,R7046L-Thin-Wall,42-T720,RM171,16806.0,2019-08-04 16:39:52,2019-08-06 18:00:00,6.0
426,188962,R7597C-Thin-Wall,77-H800,RM171,5258.0,2019-08-05 14:56:10,2019-08-06 06:00:00,3.0
427,187963,R7598B,89-T610,RM171,24628.0,2019-08-05 20:38:05,2019-08-14 18:00:00,19.0
428,188651,R7102B,76-V400,RM129,73598.0,2019-08-06 11:51:16,2019-08-14 14:00:00,26.0
429,188964,R7502E,18-N400,RM129,225429.0,2019-08-06 22:24:46,2019-08-12 18:00:01,52.0
430,188996,R7102A,30-T390,RM129,21962.0,2019-08-07 18:34:00,2019-08-19 06:00:00,36.0
431,189637,R7417B,61-T500,RM176,116988.0,2019-08-07 19:27:42,2019-09-18 14:00:00,86.0
432,188368,R7450A,65-T310,RM171,32577.0,2019-08-08 04:32:43,2019-08-16 22:00:01,28.0
433,188692,R7479C-Thin-Wall,54-H1100,RM176,11375.0,2019-08-08 04:44:45,2019-08-12 22:00:00,16.0
434,188966,R7500B,14-N400,RM129,289510.0,2019-08-08 07:25:54,2019-08-16 06:00:01,85.0
435,189640,R7417B,61-T500,RM176,716.0,2019-08-08 18:22:04,2019-08-09 06:00:01,2.0
436,187860,R7413B,67-H800,RM129,27600.0,2019-08-09 03:18:36,2019-08-21 06:00:00,27.0
437,189608,R7479E-Thin-Wall,52-H1100,RM129,15035.0,2019-08-09 23:03:51,2019-08-14 06:00:01,10.0
438,189706,R7417B,61-T500,RM176,11516.0,2019-08-12 12:03:46,2019-08-16 06:00:01,9.0
439,189186,R7461D,37-N400,RM129,75857.0,2019-08-12 14:02:40,2019-09-20 14:00:00,82.0
440,188641,R7036E-Thin-Wall,74-H650,RM129,3712.0,2019-08-12 21:30:39,2019-08-13 14:00:00,4.0
441,188456,R7536A,54-H1100,RM176,8639.0,2019-08-13 05:51:50,2019-08-18 06:00:00,17.0
442,189621,R7479E-Thin-Wall,52-H1100,RM176,10801.0,2019-08-14 07:30:41,2019-08-17 18:00:00,8.0
443,188264,R7089C,64-N400,RM093,113082.0,2019-08-15 11:33:59,2019-08-27 06:00:01,50.0
444,189668,R 7417B,61-T500,RM-176,802.0,2019-08-16 11:23:38,2019-08-16 11:23:38,1.0
445,189016,R7500B,14-N400,RM129,264462.0,2019-08-16 12:42:46,2019-08-23 18:00:01,80.0
446,188638,R7027D-Thin-Wall,70-N400,RM129,187980.0,2019-08-17 11:15:12,2019-09-04 22:00:00,57.0
447,189764,R7038A,85-N400,RM171,10803.0,2019-08-17 17:34:48,2019-08-29 06:00:00,36.0
448,189623,R7479E-Thin-Wall,52-H1100,RM129,742.0,2019-08-17 21:11:29,2019-08-17 21:11:29,1.0
449,188633,R7461D,37-N400,RM129,298755.0,2019-08-20 18:00:00,2019-09-03 18:00:01,146.0
450,188469,R7479C-Thin-Wall,54-H1100,RM168,7702.0,2019-08-21 11:03:26,2019-08-24 14:00:00,11.0
451,189614,R7407B,30-T390,RM171,18993.0,2019-08-22 04:13:24,2019-09-16 06:00:00,77.0
452,189695,R7028N-Thin-Wall,81-T500,RM171,32793.0,2019-08-23 08:46:52,2019-08-29 06:00:00,13.0
453,189639,R7417B,61-T500,RM176,7062.0,2019-08-23 16:19:33,2019-08-25 18:00:00,6.0
454,189063,R7515A,63-N500,RM093,9990.0,2019-08-23 19:15:31,2019-08-26 06:00:00,12.0
455,189624,R7413B,67-H800,RM129,12154.0,2019-08-24 02:29:06,2019-08-27 06:00:00,8.0
456,189936,R7042M,32-N400,RM171,10058.0,2019-08-26 17:35:14,2019-08-27 14:00:00,4.0
457,189633,R7479E,52-H1100,RM129,14140.0,2019-08-26 21:52:37,2019-08-30 06:00:00,8.0
458,188364,R7451A,90-N120,RM036,58305.0,2019-08-27 02:59:17,2019-09-03 18:00:00,34.0
459,189674,R7599B,89-T610,RM171,10964.0,2019-08-27 07:44:34,2019-08-30 06:00:00,7.0
460,189630,R7413B,67-H800,RM165,3321.0,2019-08-27 08:47:33,2019-08-27 18:00:00,2.0
461,188760,R7089C,64-N400,RM093,30286.0,2019-08-27 14:59:22,2019-08-30 06:00:00,14.0
462,189616,R7413B,67-H800,RM129,6617.0,2019-08-28 04:53:11,2019-08-30 06:00:00,6.0
463,189126,R7024L,65-T310,RM171,120830.0,2019-08-28 13:05:11,2019-09-17 22:00:00,63.0
464,189716,R7045E,23-V400,RM171,15760.0,2019-08-29 18:57:19,2019-08-31 06:00:00,10.0
465,189376,R7572A,67-H800,RM129,6257.0,2019-08-30 13:49:21,2019-09-03 18:00:00,10.0
466,188446,R7599B,89-T610,RM171,45094.0,2019-08-30 14:44:56,2019-09-13 18:00:00,30.0
467,189396,R7045E,23-V400,RM171,149208.0,2019-08-31 11:42:03,2019-09-14 06:00:01,86.0
468,189683,R7046L-Thin-Wall,42-T720,RM171,8942.0,2019-09-01 18:15:37,2019-09-04 06:00:00,6.0
469,189256,R7500B,14-N400,RM129,297321.0,2019-09-02 04:03:57,2019-09-12 18:00:01,115.0
470,188769,R7026D,71-V300,RM171,4.0,2019-09-03 19:13:04,2019-09-04 22:00:00,5.0
471,188365,R7451A,90-N120,RM036,55711.0,2019-09-03 21:30:52,2019-09-12 18:00:01,38.0
472,188690,R7479E-Thin-Wall,52-H1100,RM176,14928.0,2019-09-03 21:35:17,2019-09-07 18:00:00,9.0
473,189963,R7461E,37-N400,RM129,327356.0,2019-09-04 01:51:41,2019-09-14 06:00:01,109.0
474,189161,R7567C,66-N400,RM171,52890.0,2019-09-04 06:54:16,2019-10-12 18:00:01,78.0
475,190076,R7479C-Thin-Wall,54-H1100,RM165,4076.0,2019-09-04 12:53:16,2019-09-07 22:00:00,12.0
476,189267,R7026D,71-V300,RM171,103152.0,2019-09-05 03:03:20,2019-09-13 06:00:00,26.0
477,189462,R7479E-Thin-Wall,52-H1100,RM129,2973.0,2019-09-07 19:48:21,2019-09-08 06:00:00,2.0
478,189567,R7036C,74-H650,RM129,3112.0,2019-09-08 20:21:07,2019-09-09 06:00:00,3.0
479,189601,R7040H,20-T390,RM129,67446.0,2019-09-11 17:50:00,2019-09-24 06:00:01,77.0
480,189465,R7413B,67-H800,RM129,1538.0,2019-09-12 07:41:34,2019-09-12 07:41:34,1.0
481,188961,R7463B,431-T310,RM129,50526.0,2019-09-12 14:48:23,2019-09-24 06:00:00,50.0
482,189629,R7413B,67-H800,RM176,8859.0,2019-09-12 16:53:20,2019-09-14 18:00:01,6.0
483,189368,R7479E-Thin-Wall,52-H1100,RM176,8131.0,2019-09-13 05:04:18,2019-09-15 06:00:00,6.0
484,189269,R7024K,71-V300,RM171,11562.0,2019-09-13 06:01:02,2019-09-17 14:00:00,14.0
485,189628,R7413B,67-H800,RM176,2359.0,2019-09-14 19:53:51,2019-09-15 18:00:01,3.0
486,189635,R7479E-Thin-Wall,52-H1100,RM176,7658.0,2019-09-16 00:56:19,2019-09-20 18:00:00,9.0
487,190160,R7500D,30-T390,RM129,160.0,2019-09-16 12:15:28,2019-09-16 14:00:00,2.0
488,189065,R7042M,32-N400,RM171,30804.0,2019-09-16 14:00:00,2019-10-01 14:00:00,30.0
489,190163,R7067C,30-T390,RM129,17056.0,2019-09-16 14:47:35,2019-09-25 14:00:00,28.0
490,189642,R7417B,63-N500,RM176,9800.0,2019-09-16 20:31:02,2019-09-26 06:00:00,35.0
491,189061,R7036F-Thin-Wall,56-H650,RM129,6137.0,2019-09-17 17:02:52,2019-09-19 06:00:00,5.0
492,188461,R7481B,64-N400,RM093,15860.0,2019-09-18 15:08:06,2019-09-20 06:00:00,10.0
493,189682,R7500B,14-N400,RM129,203138.0,2019-09-19 06:47:12,2019-09-29 06:00:01,60.0
