,Lot Number,Product,Date,Shop Order,requested_qty,resin,Formula Sheet,packaging,colorant,misc,purging solvent,label,PRINTER ACCESSORIES,lid component door,ifu,lid component rotor,lid assembly,LABEL,pad,lid component lid,lid component,lid component cap,lid component washer,lid component hood,lid component cowl,PAD,SILICON FLUID,label stock,rubber tip,container,lid,label kit,barrel,TRAY,tip cap,discontinued,fg,cannula,plunger,bracket key,Value Stream
2851,19M07063X,4502570,20200601,191078,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2852,19M07163X,4502570,20191221,191079,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2853,19M07263X,4502570,20191221,191080,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2854,19M07363X,4502570,20191222,191081,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2855,19M07463X,4502570,20191223,191082,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2856,19M07563X,8881907465,20191218,191083,0,0301001,FS10022250,5000109,,,,,4230505,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
2857,19M07663X,8881907465,20191218,191084,0,0301001,FS10022250,5000109,,,,,4230505,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
2858,19M07763X,8881907465,20191218,191085,0,0301001,FS10022250,5000109,,,,,4230505,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
2859,19M07863X,1181200777,20200601,191086,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
2860,19M07963X,1181200777,20200617,191087,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
2861,19M08363,8506SA,20200203,190784,95299.813,RM171,FS10003084,CL63R1776,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2862,19M08463,8506SA,20200318,190785,95299.812,RM171,FS10003084,CL63R1776,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2863,19M08563,8979MW,20191218,190879,7840.000,RM165,FS10003209,R1528A,,,,,,,PT00006610,,WP8979,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2864,19M08663,1522SA,20200303,190877,42519.859,RM129,FS10003045,R1302D,PT00065936,,,,,,PT00006610,R7013,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2865,19M09063,85221R,20200318,191114,68760.000,RM171,FS10003118,,RM170,,,,,,PT00006610,,WP8520N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2866,19M09263,8617RC,20200219,191116,8400.000,RM176,FS10025555,R1700,RM074,,,,,,PT00006651,,PT00013694,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
2867,19M09363,8938,20200226,191117,21800.000,RM093,FS10003185,RM054,PT00065936,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2868,19M09463,8935,20200403,191118,25200.000,RM165,FS20001205,RM054,PT00065936,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2869,19M09763,8982CRH,20200513,191130,0,RM165,FS10028277,R1528A,PT00065936,,,,,,PT00006655,,,,,,,,,,,R5098,,R4415,,,WP8982,,,,,,,,,,Containers
2870,19M10063X,8881112599,20200113,191134,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
2871,19M10163X,8881112599,20200115,191135,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
2872,19M10263X,4502570,20191224,191137,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2873,19M10363X,4502570,20191225,191138,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2874,19M10463X,4502570,20191226,191139,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2875,19M10563X,4502570,20191226,191140,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2876,19M10663X,4502570,20191227,191141,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2877,19M10763X,4502570,20191228,191142,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2878,19M10863X,4502570,20200601,191143,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2879,19M10963X,4502570,20201201,191144,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2880,19M11063X,410S,20191217,191145,0,0301001,FS10028977,PT00006673,0400145,,,,4230505,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
2881,19M11163X,6492739,20200106,191146,384.000,0301001,FS20003060,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
2882,19M11263X,6492739,20200109,191147,126.000,0301001,FS20003060,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
2883,19M11463X,6492739,20200129,191149,384.000,0301001,FS20003060,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
2884,19M11563X,6492739,20200227,191150,384.000,0301001,FS20003060,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
2885,19M11663X,6492739,20200304,191151,384.000,0301001,FS20003060,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
2886,19M11863,065,20200204,191156,1260.000,RM129,FS20001323,CL63R1771,PT00065936,,,PT00034306,,,PT00034305,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2887,19M11963,31156550,20200401,191157,3330.000,RM129,FS10006137,RM054,PT00065936,,,,,,PT00067912,,WP4810,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2888,19M12063,31323168,20200205,191158,480.000,RM129,FS10006146,RM054,PT00065936,,,PT00047930,,,PT00067912,,WP4810,,,,,,,,,,,,,,,,,,,,,,,,Containers
2889,19M12163,8303SA,20200217,191159,56794.976,RM157,FS10003077,R1378B,PT00065936,,,,,,PT00052518,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2890,19M12263,8507SA,20200210,191160,95299.813,RM171,FS10003086,CL63R1776,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2891,19M12363,8533Y,20200214,191161,35829.000,RM004,FS10012536,,RM260,,,,,,PT00006610,,,,,,,,,,,,,R4415,,PT00096177,,,,,,,,,,,Containers
2892,19M12463,8541SA,20200214,191162,1236.000,RM032,FS10007851,,RM170,,,,,,PT00006610,,WP8540,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2893,19M12563,8607RC,20200226,191163,0,RM168,FS10025554,R1644A,RM074,,,,,,PT00006651,,PT00013692,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
2894,19M12863,8836SA,20200114,191166,1764.000,RM093,FS10006504,,,,,PT00068805,,,CL63R98234,,WP8836P,,,,,,,,,R5098,,R4415,,,,,,,,,,,,,Containers
2895,19M13163,8932,20200303,191169,2000.000,RM165,FS20001205,R1292D,,,,,,,PT00012138,,PT00013703,,,,,,,,,,,R4415,,,WP8999,,,,,,,,,,Containers
2896,19M13663,8970Y,20200205,191174,11200.000,RM171,FS10003205,PT00044733,RM260,,,,,,PT00006610,,WP8979,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2897,19M13763,8980S,20200408,191175,37800.000,RM165,FS10003214,R1644A,,,,,,,PT00006635,,WP7445,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2898,19M13863,8980Y,20200226,191176,13500.000,RM093,FS10003215,R1644A,PT00062563,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2899,19M14063,8985PG2,20200319,191178,0,RM129,FS10003744,R1644A,PT00062563,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2900,19M14363,8989CRH,20200212,191181,1120.000,RM165,FS10028282,R1700,,,,,,,PT00012138,,PT00013702,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2901,19M15363,8507SA,20200106,191212,61904.116,RM171,FS10003086,CL63R1776,RM170,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2902,19M15463,8507SA,20191218,191213,95299.757,RM171,FS10003086,CL63R1776,RM170,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2903,19M15563X,8881112599,20200122,191215,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
2904,19M15663X,8881112599,20200120,191216,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
2905,19M15763X,8881512852,20200205,191217,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
2906,19M15863X,8881512852,20200205,191218,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
2907,19M15963X,8881512852,20200205,191219,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
2908,19M16063X,8881512852,20200205,191220,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
2909,19M16163X,8881512852,20200601,191221,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
2910,19M16263X,8881412012,20200113,191223,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
2911,19M16363X,5551771405,20200126,191224,0,0301009,FS10023269,5500148,,,,,,,,,,,,,,,,,,,,5241008,,,,,,,,,,,,,Syringe
2912,19M16463X,5551771405,20200129,191225,0,0301009,FS10023269,5500148,,,,,,,,,,,,,,,,,,,,5241008,,,,,,,,,,,,,Syringe
2913,19M16563X,4502570,20191230,191226,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2914,19M16663X,4502570,20200102,191227,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2915,19M16763X,4502570,20200102,191228,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2916,19M16863X,4502570,20200103,191229,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2917,19M16963X,4502570,20200601,191230,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2918,19M17063X,4502570,20200105,191231,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2919,19M17263X,4502570,20200601,191233,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2920,19M17363,8970,20200101,191234,0,RM165,FS10003203,R1528A,PT00065936,,,,,,PT00006610,,WP8979,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2921,19M17463,8860,20200226,191236,6880.000,RM129,FS10003162,R1292D,PT00065942,,,PT00006652,,,CL63R98234,,PT00013699,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2922,19M17563X,412SE,20200108,191244,5591.803,0301001,FS20006457,CL63R1794,0400145,,,,PT00033970,,PT00055216,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,R7642B,,,,,,,,Syringe
2923,19M17663X,412SE,20200108,191245,6218.471,0301001,FS20006457,CL63R1794,0400145,,,,PT00033970,,PT00055216,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,R7642B,,,,,,,,Syringe
2924,19M17763X,412SE,20200108,191246,5953.342,0301001,FS20006457,CL63R1794,0400145,,,,PT00033970,,PT00055216,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,R7642B,,,,,,,,Syringe
2925,19M17863X,412SE,20200108,191247,5953.342,0301001,FS20006457,CL63R1794,0400145,,,,PT00033970,,PT00055216,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,R7642B,,,,,,,,Syringe
2926,19M17963X,412SE,20200115,191248,6917.446,0301001,FS20006457,CL63R1794,0400145,,,,PT00033970,,PT00055216,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,R7642B,,,,,,,,Syringe
2927,19M18663,8535Y,20200224,191255,18200.000,RM004,FS10003136,R1317D,RM260,,,,,,PT00012105,,WP8526,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2928,19M18763,8985,20200221,191258,0,RM093,FS10003221,R1644A,PT00062563,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2929,19M18963,V8506,20200325,191261,43169.975,RM171,FS10029846,CL63R1767A,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2930,19M19063,851301,20200212,191262,14500.000,RM171,FS10003099,R1320D,RM170,,,,,,PT00006610,,WP851201N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2931,19M190773,R7568,20200219,190773,34382.400,RM004,FS10006061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2932,19M191013,WP8985,20200325,191013,0,RM093,DC00030201,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2933,19M191016,WP7478,20200316,191016,25985.485,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2934,19M191017,WP7478,20200401,191017,25985.485,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2935,19M191018,WP7477,20200217,191018,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2936,19M191019,WP7477,20200311,191019,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2937,19M191020,WP7477,20200304,191020,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2938,19M191022,WP7024K,20200115,191022,0,RM004,FS10002938,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2939,19M191023,R7067,20200204,191023,47983.104,RM093,FS10002851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2940,19M191025,WP7026,20191217,191025,0,RM004,FS10002940,R1106A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2941,19M191029,R7075BY,20191204,191029,0,RM044,FS10002858,,RM041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2942,19M191034,PT00016498,20191211,191034,153798.750,RM020,FS10002899,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2943,19M191091,WP0002PKG,20200219,191091,38540.000,,FS20006470,X9902,,,,,,,,,,R4227,R5097,,,,,,,,,,,,,,,,,,,,,,Containers
2944,19M191094,WP8986,20200309,191094,0,RM093,DC00030205,R98028,PT00065942,,X9894,R4237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2945,19M191095,WP8985,20200324,191095,0,RM093,DC00030201,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2946,19M191098,WP7605,20200408,191098,384606.169,RM171,FS10006059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2947,19M191101,WP7102,20200211,191101,183521.894,RM160,FS10026576,,,,,,,R7616,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2948,19M191102,WP7102,20200217,191102,189639.290,RM160,FS10026576,,,,,,,R7616,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2949,19M191103,WP4810,20200303,191103,82332.058,RM004,FS10006159,,,,,,,R7568,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2950,19M191104,PT00075579,20200211,191104,2820.000,RM129,FS10006132,CL63R1783,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2951,19M191105,R7068,20200129,191105,46629.274,RM129,FS10002854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2952,19M191155,R7417P,20200205,191155,0,RM176,FS10003699,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2953,19M191185,WP7417P,20200324,191185,34915.000,RM176,FS10003697,R98028,PT00065942,,X9894,,X9899,,,,PT00012252,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
2954,19M191186,WP0002PKG,20200228,191186,27650.000,,FS20006470,X9902,,,,,,,,,,R4227,R5097,,,,,,,,,,,,,,,,,,,,,,Containers
2955,19M191187,WP8979,20200317,191187,0,RM004,FS10002990,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2956,19M191188,WP8965N,20200304,191188,0,RM004,FS10002987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2957,19M191189,WP8836P,20200115,191189,0,RM004,FS10006507,CL63R1779,PT00065943,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2958,19M191190,WP8540,20200211,191190,12600.000,,FS10007856,R1612B,,,,,,WP7623,,,,,,R7622,,,,,R7624,,,,,,,,,,,,,,,,Containers
2959,19M191193,WP7478,20200406,191193,25985.485,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2960,19M191194,WP7478,20200406,191194,32799.271,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2961,19M191195,WP7478,20200414,191195,4997.209,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2962,19M191196,WP7477,20200316,191196,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2963,19M191197,WP7477,20200323,191197,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2964,19M191198,WP7477,20200330,191198,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2965,19M191199,WP7445,20200414,191199,0,RM129,FS10002949,RM054,PT00065936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2966,19M191200,WP7418,20200603,191200,9900.000,RM176,FS10002948,R98028,PT00065942,,X9894,R4237,X9899,,,,PT00012250,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
2967,19M191201,WP7026P,20200212,191201,0,RM004,FS20001324,CL63R1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2968,19M191203,R7622,20200217,191203,95267.487,RM093,FS10007858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2969,19M191204,R7624,20200212,191204,42364.110,RM093,FS10007857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2970,19M191222,WP8520N,20200318,191222,0,RM004,FS10002970,R1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2971,19M191237,PT00016495,20191219,191237,0,RM176,DC00069352,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2972,19M191257,PT00016498,20200102,191257,153798.750,RM020,FS10002899,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2973,19M191269,WP3204,20191231,191269,0,RM171,FS10002935,,,,,,,,,,,,,,,R7075BR,R8249,,,,,,,,,,,,,,,,,,Containers
2974,19M191282,WP7449,20191230,191282,16.000,RM093,FS10002950,R98028,PT00065942,,X9894,,X9899,,,,WP7478,,,PT00012284,,,,WP7477,,,,,,,,,,,,,,,,,Containers
2975,19M19463,89671,20200115,191270,63520.000,RM171,FS10003199,R1300D,RM170,,,,,,PT00006610,,WP8965N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2976,19M19663,8997S,20200603,191271,2520.000,RM165,FS10003238,RM054,PT00065936,,,,,,PT00012137,,WP7450,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2977,19M19763X,4502570,20200102,191272,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2978,19M19863X,4502570,20200601,191273,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2979,19M19963X,4502570,20200108,191274,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2980,19M20063X,4502570,20200105,191275,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2981,19M20163X,4502570,20200105,191276,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2982,19M20263X,4502570,20200108,191277,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2983,19M20363X,4502570,20200108,191278,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2984,19M20463X,4502570,20200108,191279,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2985,19M20563X,4502570,20200109,191280,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2986,19M20663X,4502570,20200109,191281,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
2987,203192864,WP7026,20200503,192864,0,RM004,FS10002940,R1106A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
2988,20A00263,8850NB,20200304,191286,360.000,RM129,FS20002477,R1644A,PT00065942,,,PT00006677,,,CL63R98482,,PT00013696,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2989,20A00363,1522SA,20200407,191287,42519.859,RM129,FS10003045,R1302D,PT00065936,,,,,,PT00006610,R7013,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2990,20A00463,31139747,20200415,191288,500.000,,FS10006161,,,,,,,,,,,,,,,,,,,,,R4415,,,,,,,,,,,,R1594,Containers
2991,20A00663,31143665,20200213,191290,3240.000,RM129,FS10006135,RM054,PT00065936,,,,,,PT00067912,,WP4810,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2992,20A00763,31143699,20200417,191291,50272.000,RM157,FS10007061,R1697,PT00065936,,,,,,PT00033501,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2993,20A00863,31156916,20200227,191292,34720.000,RM129,FS10026367,R1528A,PT00065936,,,PT00047930,,,CL63RR98416,,WP7102,,,,,,,,,,,,,,,,,,,,,,,,Containers
2994,20A00963,31378089,20200219,191293,419838.744,RM157,FS10028268,R1750,PT00065936,,,PT00006659,,,CL63R98461A,,R7611,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2995,20A01063,8303SA,20200505,191294,46571.880,RM157,FS10003077,R1378B,PT00065936,,,,,,PT00052518,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2996,20A01163,8507SA,20200217,191295,95299.813,RM171,FS10003086,CL63R1776,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2997,20A01263,8507SA,20200224,191296,95299.813,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
2998,20A01363,85121,20200226,191297,35500.000,RM171,FS10003096,R1246D,,,,,,,PT00006610,,WP8510,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
2999,20A01463,85131,20200320,191298,24500.000,RM171,FS10003101,R1246D,RM170,,,,,,PT00006610,,WP8510,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3000,20A01763,8605RC,20200227,191301,91227.136,RM004,FS10027014,,,,,R4395,,,PT00006651,,PT00075580,,,,,,,,,,,R4415,,,,WP0003PKG,,,,,,,,,Containers
3001,20A02063,8790,20200226,191304,6160.000,RM129,FS10003347,R1528A,RM025,,,,,,PT00006671,,R7089W-1,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3002,20A02263,8920SA,20200310,191306,82788.647,RM093,FS10003174,R1160D,PT00065936,,,PT00068806,,,CL63R9876B,,WP8920,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3003,20A02463,8985,20200317,191308,0,RM129,FS10003221,R1644A,PT00062563,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3004,20A02563,8991,20200217,191309,941587.920,RM165,FS10003231,R1700,,,,,,,PT00012105,,WP7483,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3005,20A02663,8910,20200203,191310,100.000,,FS10003172,R9366D,,,,,,,,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3006,20A02863X,8881512878,20200205,191311,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3007,20A02963X,8881512878,20200205,191312,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3008,20A03063X,8881512878,20200205,191313,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3009,20A03463,31323358,20200115,191335,180235.361,RM004,FS10006098,,RM260,,,,,,PT00067913,,PT00075579,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
