,Lot Number,Product,first_entry_date,last_entry_date,shop_order,requested_qty,resin,Formula Sheet,packaging,colorant,misc,purging solvent,label,PRINTER ACCESSORIES,lid component door,ifu,lid component rotor,lid assembly,LABEL,pad,lid component lid,lid component,lid component cap,lid component washer,lid component hood,lid component cowl,PAD,SILICON FLUID,label stock,rubber tip,container,lid,label kit,barrel,TRAY,tip cap,discontinued,fg,cannula,plunger,bracket key,Value Stream
5791,21B196151,WP8979,2021-05-04,2021-05-05,196151,0,RM004,FS10002990,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5792,21B196157,WP8520N,2021-05-19,2021-08-25,196157,0,RM004,FS10002970,R1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5793,21B196158,WP851201N,2021-09-01,2021-09-01,196158,33992.000,,FS10002967,,,,,,,,,,,,,R7067,R7068,,,,,,,,,,,,,,,,,,,,Containers
5794,21B196160,WP7623,2021-03-31,2021-09-02,196160,22748.265,RM093,FS10007859,R98350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5795,21B196162,WP7478,2021-06-23,2021-06-23,196162,20570.917,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5796,21B196163,WP7477,2021-05-24,2021-05-24,196163,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5797,21B196164,WP7445,2021-04-27,2021-08-25,196164,0,RM129,FS10002949,RM054,PT00065936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5798,21B196168,WP7026,2021-04-23,2021-05-12,196168,0,RM004,FS10002940,R1106A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5799,21B196169,WP4810,2021-08-25,2021-08-25,196169,136662.640,RM004,FS10006159,,,,,,,R7568,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5800,21B196173,R7075BY,2021-04-09,2021-08-25,196173,0,RM044,FS10002858,,RM041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5801,21B196207,PT00096202,2021-03-03,2021-05-17,196207,1910.000,RM176,DC00093992,R98028,PT00065942,,X9894,PT00089214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5802,21B196208,WP7417P,2021-07-05,2021-07-05,196208,10925.000,RM176,FS10003697,R98028,PT00065942,,X9894,,X9899,,,,PT00012252,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
5803,21B196241,WP3206,2021-05-17,2021-05-17,196241,0,RM171,FS10002937,,,,,,,,,,,,,,,R7075BY,R8249,,,,,,,,,,,,,,,,,,Containers
5804,21B196254,WP8935,2021-05-27,2021-07-26,196254,0,RM129,FS10002982,RM054,PT00065936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5805,21B196257,WP7477,2021-06-18,2021-06-19,196257,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5806,21B196261,R7616,2021-10-26,2021-10-26,196261,20064.396,RM004,FS10007073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5807,21B196301,WP8965U,2021-05-17,2021-05-17,196301,0,RM004,FS10002989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
5808,21B19763,8507SA,2021-05-05,2021-05-05,196065,108332.265,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
5809,21B19863,8507SA,2021-05-10,2021-05-19,196066,95299.813,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
5810,21B19963,8507SA,2021-05-17,2021-05-19,196067,108332.266,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
5811,21B20363,1522SA,2021-04-19,2021-04-21,196071,31072.205,RM129,FS10003045,R1302D,PT00065936,,,,,,PT00006610,R7013,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5812,21B20463,8541SA,2021-08-17,2021-08-18,196072,2340.000,RM032,FS10007851,,RM170,,,,,,PT00006610,,WP8540,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5813,21B20563X,8881112083,2021-02-17,2021-02-17,196074,0,0301001,FS10017988,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5814,21B20763X,1181200777,2021-02-19,2021-03-17,196076,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
5815,21B20863X,1181200777,2021-02-24,2021-03-17,196077,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
5816,21B21063,1522SA,2021-04-28,2021-04-28,196079,6541.517,RM129,FS10003045,R1302D,PT00065936,,,,,,PT00006610,R7013,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5817,21B22263,8507SA,2021-05-05,2021-05-05,196091,54573.397,RM171,FS10003086,CL63R1776,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5818,21B22563,851301,2021-10-06,2021-10-06,196094,21500.000,RM171,FS10003099,R1320D,RM170,,,,,,PT00006610,,WP851201N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5819,21B22663,8527R,2021-03-29,2021-03-31,196095,28260.000,RM171,FS10003126,PT00049846,RM170,,,,,,PT00012105,,WP8526,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5820,21B23963,8781,2021-04-28,2021-04-28,196108,0,PT00103021,FS10003346,R1644A,RM025,,,,,,PT00006671,,PT00016498,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5821,21B25563,8990Y,2021-03-09,2021-03-09,196124,4320.000,RM171,FS10003230,PT00044733,RM260,,,,,,PT00006610,,WP3206,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5822,21B26563,8980,2021-03-29,2021-03-29,196134,24660.000,RM129,FS10003210,RM054,PT00065936,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5823,21B27663X,8881112599,2021-02-22,2021-02-24,196174,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
5824,21B27763X,8881112083,2021-02-18,2021-02-18,196175,0,0301001,FS10017988,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5825,21B27863X,8881112083,2021-02-24,2021-02-24,196176,0,0301001,FS10017988,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5826,21B27963X,6492739,2021-02-22,2021-02-24,196177,384.000,0301001,FS20003060,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5827,21B28063X,6492739,2021-02-22,2021-02-24,196178,384.000,0301001,FS20003060,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5828,21B28263X,4502570,2021-02-24,2021-02-24,196180,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5829,21B28363X,4502570,2021-02-24,2021-02-24,196181,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5830,21B28463X,4502570,2021-02-24,2021-02-24,196182,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5831,21B28563X,4502570,2021-02-24,2021-02-24,196183,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5832,21B28663X,4502570,2021-02-24,2021-02-24,196184,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5833,21B28763X,4502570,2021-02-25,2021-03-03,196185,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5834,21B28863X,4502570,2021-02-26,2021-03-03,196186,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5835,21B28963X,6492743,2021-03-03,2021-03-03,196187,0,0301001,FS20003116,5000109,,,,,X9901,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5836,21B29163X,8881907102,2021-03-03,2021-03-03,196189,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
5837,21B29663,8982,2021-06-06,2021-06-09,196196,50960.000,RM093,FS10003217,R1528A,PT00062563,,,PT00068683,,,CL63R9960A,,,,,,,,,,,R5098,,R4415,,,WP8982,,,,,,,,,,Containers
5838,21B29963X,5551761207,2021-03-15,2021-03-15,196199,0,,FS10013527,EXP6001,,,,,,,,,,,,,,,,,,,,,4101801,,,,,,,,,,,,Syringe
5839,21B30063X,5551771405,2021-03-10,2021-03-17,196200,0,0301009,FS10023269,5500148,,,,,,,,,,,,,,,,,,,,5241008,,,,,,,,,,,,,Syringe
5840,21B30163,8836SA,2021-08-24,2021-09-01,196201,2610.000,RM093,FS10006504,,,,,PT00068805,,,CL63R98234,,WP8836P,,,,,,,,,R5098,,R4415,,,,,,,,,,,,,Containers
5841,21B30263,8918GSTC,2021-03-10,2021-03-10,196206,0,RM176,DC00072176,R1700,PT00065943,,,PT00089213,,,,,PT00096202,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5842,21B30363,8536SA,2021-02-25,2021-02-26,196215,3706.560,RM171,FS10003137,CL63R1780,,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5843,21B30463,8536SA,2021-02-26,2021-02-26,196216,11819.808,RM171,FS10003137,CL63R1780,,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5844,21B30563,8990SA,2021-02-23,2021-02-25,196217,18480.000,RM165,FS10003229,R1528A,PT00065936,,,,,,PT00006610,,WP3204,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5845,21B30763,1522SA,2021-05-03,2021-05-05,196219,31072.205,RM129,FS10003045,R1302D,PT00065936,,,,,,PT00006610,R7013,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5846,21B31563,8529,2021-04-14,2021-04-14,196227,1200.000,,FS10003128,R9249D,,,,,,,,,,,,,,,,,,,,R4415,,,,,,R8550,,,,,,,Containers
5847,21B32063,8989PG2,2021-05-10,2021-05-12,196232,7140.000,RM176,FS10003741,R1700,PT00062563,,,,,,PT00012138,,PT00013694,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5848,21B32363,8991,2021-04-02,2021-04-14,196235,0,RM129,FS10003231,RM054,PT00065936,,,,,,PT00012105,,WP7483,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5849,21B33063X,8881112599,2021-03-03,2021-03-03,196242,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
5850,21B33163X,8881112599,2021-03-01,2021-03-03,196243,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
5851,21B33263X,8881112599,2021-03-10,2021-03-10,196244,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
5852,21B33363X,8881512878,2021-03-17,2021-03-24,196245,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5853,21B33463X,8881512878,2021-03-03,2021-03-24,196246,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5854,21B33563X,8881512878,2021-03-17,2021-03-24,196247,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5855,21B33763X,8881512878,2021-03-31,2021-07-28,196249,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5856,21B33863X,4502570,2021-02-25,2021-02-25,196250,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5857,21B33963X,4502570,2021-02-26,2021-03-03,196251,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5858,21B34763,31314886,2021-04-27,2021-04-28,196277,485526.302,RM106,FS10006080,,RM170,,,,,,PT00067913,,PT00075579,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5859,21B35463X,4502570,2021-03-03,2021-03-03,196284,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5860,21B35563X,4502570,2021-03-03,2021-03-03,196285,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5861,21B35663X,4502570,2021-03-03,2021-03-03,196286,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5862,21B35763X,4502570,2021-03-03,2021-03-03,196287,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5863,21B35863X,4502570,2021-03-03,2021-03-03,196288,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5864,21B35963X,4502570,2021-03-04,2021-03-04,196289,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5865,21B36063X,4502570,2021-03-10,2021-03-10,196290,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5866,21B36163X,4502570,2021-03-01,2021-03-03,196291,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5867,21B36263X,4502570,2021-03-31,2021-03-31,196292,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5868,21B36363X,4502570,2021-03-03,2021-03-03,196293,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5869,21B36463X,4502570,2021-03-03,2021-03-03,196294,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5870,21B36563X,4502570,2021-03-03,2021-03-03,196295,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5871,21B36663X,4502570,2021-03-04,2021-03-04,196296,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5872,21B36763X,4502570,2021-03-05,2021-03-05,196297,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5873,21B36863X,4502570,2021-03-10,2021-03-10,196298,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5874,21B36963X,4502570,2021-03-04,2021-03-10,196299,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5875,21B37063X,4502570,2021-03-10,2021-03-10,196300,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5876,21B37263X,5551761207,2021-03-08,2021-03-08,196302,0,,FS10013527,EXP6001,,,,,,,,,,,,,,,,,,,,,4101801,,,,,,,,,,,,Syringe
5877,21B37363X,8881112985,2021-03-03,2021-03-03,196303,0,0301001,FS10024418,5170588,,,,,4230505,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
5878,21C00663,8537Y,2021-05-03,2021-05-03,196314,61158.240,RM171,FS10003140,CL63R1780,RM260,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5879,21C00763,8870,2021-05-05,2021-05-05,196316,8625.000,RM129,FS10003163,R1700,PT00065942,,,PT00006652,,,CL63R98234,,PT00013699,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5880,21C01263,8980S,2021-05-19,2021-05-26,196321,16290.000,PT00103021,FS10003214,RM054,PT00065936,,,,,,PT00006635,,WP7445,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5881,21C01363,8980Y,2021-03-23,2021-03-24,196322,16380.000,PT00103021,FS10003215,R1644A,PT00062563,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5882,21C01863X,8881907102,2021-03-31,2021-04-07,196330,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
5883,21C02163,8985,2021-03-31,2021-03-31,196333,2500.000,PT00103021,FS10003221,R1644A,PT00062563,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5884,21C02263,8985,2021-03-31,2021-03-31,196334,2500.000,PT00103021,FS10003221,R1644A,PT00062563,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5885,21C02363,8985,2021-03-31,2021-03-31,196335,2500.000,PT00103021,FS10003221,R1644A,PT00062563,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5886,21C02463X,8881112599,2021-03-08,2021-03-10,196352,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
5887,21C02663X,8881112599,2021-03-17,2021-03-17,196353,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
5888,21C02763X,8881112599,2021-03-16,2021-03-17,196354,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
5889,21C02863X,5551771405,2021-03-10,2021-03-10,196358,0,0301009,FS10023269,5500148,,,,,,,,,,,,,,,,,,,,5241008,,,,,,,,,,,,,Syringe
5890,21C03063X,4502570,2021-03-10,2021-03-10,196360,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5891,21C03163X,4502570,2021-03-10,2021-03-10,196361,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5892,21C03263X,4502570,2021-03-10,2021-03-10,196362,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5893,21C03363X,4502570,2021-03-10,2021-03-17,196363,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5894,21C03463X,4502570,2021-03-17,2021-03-17,196364,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5895,21C03563X,4502570,2021-03-17,2021-03-17,196365,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5896,21C03663X,4502570,2021-03-17,2021-03-17,196366,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5897,21C03763X,8881907102,2021-04-07,2021-04-07,196367,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
5898,21C03863X,8881907102,2021-04-07,2021-04-07,196368,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
5899,21C03963X,8881907102,2021-04-07,2021-04-07,196369,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
5900,21C04063X,4501820,2021-04-14,2021-04-21,196371,0,0301001,FS20004491,5000109,0400145,,,,4230505,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
5901,21C04163X,4502570,2021-03-10,2021-03-10,196372,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5902,21C04263X,4502570,2021-03-10,2021-03-10,196373,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5903,21C04363X,4502570,2021-03-10,2021-03-10,196374,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5904,21C04463X,4502570,2021-03-10,2021-03-17,196375,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5905,21C04563X,4502570,2021-03-12,2021-03-17,196376,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
5906,21C04963,8515,2021-04-14,2021-04-14,196381,250.000,,FS10003103,R9242D,,,,,,,,,,,,,,,,,,,,R4415,,,,,,R8535,,,,,,,Containers
5907,21C07263,31300878,2021-05-17,2021-05-19,196433,0,RM171,FS10002818,PT00044733,RM260,,,,,,PT00006643,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5908,21C08863,8506SA,2021-03-24,2021-03-24,196449,83013.963,RM171,FS10003084,CL63R1776,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5909,21C09063,8506Y,2021-05-27,2021-06-02,196451,157611.138,RM171,FS10003085,CL63R1776,RM260,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5910,21C09463,8507SA,2021-03-22,2021-03-31,196455,87799.313,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
5911,21C09563,8507SA,2021-04-02,2021-04-07,196456,77380.145,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
5912,21C09663,8507SA,2021-05-24,2021-06-02,196457,96114.286,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
5913,21C09863,85131,2021-07-01,2021-07-07,196459,34000.000,RM171,FS10003101,R1246D,RM170,,,,,,PT00006610,,WP8510,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5914,21C10063,8534SA,2021-05-17,2021-05-19,196461,210022.244,RM032,FS10003134,,RM170,,,,,,PT00006610,,,,,,,,,,,,,R4415,,PT00096177,,,,,,,,,,,Containers
5915,21C10263,8537Y,2021-06-07,2021-06-16,196463,42254.784,RM171,FS10003140,CL63R1780,RM260,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5916,21C11663,8850,2021-03-17,2021-03-17,196477,20520.000,PT00103021,FS10003161,R1644A,PT00065942,,,PT00006652,,,CL63R98234,,PT00013696,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5917,21C11963,8860,2021-06-14,2021-06-14,196480,8260.000,RM020,FS10003162,R1292D,PT00065942,,,PT00006652,,,CL63R98234,,PT00013699,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5918,21C12163,8906,2021-05-17,2021-05-26,196482,720.000,RM129,FS10003169,CL63R1796,RM026,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5919,21C12563,8934,2021-04-19,2021-04-21,196486,0,RM160,FS10003181,R1292D,PT00062563,,,,,,PT00012137,,WP7417P,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5920,21C12663,8935,2021-03-30,2021-03-31,196487,30400.000,RM165,FS20001205,RM054,PT00065936,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5921,21C13263,8939CRS,2021-03-31,2021-03-31,196493,0,RM129,FS10028285,RM054,PT00065936,,,,,,PT00012137,,WP7417P,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5922,21C14263,8989,2021-04-19,2021-04-19,196503,4130.000,RM129,FS10003226,R1690,PT00062563,,,,,,PT00012138,,PT00013702,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5923,21C14863,8507SA,2021-03-15,2021-03-17,196509,81452.783,RM171,FS10003086,CL63R1776,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5924,21C15163,1522SA,2021-05-24,2021-05-26,196513,32707.584,RM129,FS10003045,R1302D,PT00065936,,,,,,PT00006610,R7013,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5925,21C15863,8536SA,2021-05-13,2021-05-19,196520,79691.040,RM171,FS10003137,CL63R1780,,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5926,21C15963,8820,2021-05-25,2021-05-26,196521,0,RM020,FS10003159,R1528A,PT00065942,,,PT00068803,,,CL63R98234,,WP8825,,,,,,,,,R5098,,R4415,,,,,,,,,,,,,Containers
5927,21C16163,8900SA,2021-06-30,2021-06-30,196523,1098.000,RM129,FS10003166,CL63R1796,PT00065936,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5928,21C16563,8980,2021-05-03,2021-05-03,196527,17440.000,PT00103021,FS10003210,R1644A,PT00065936,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
5929,21C16763,8982,2021-03-24,2021-03-24,196529,48720.000,RM093,FS10003217,R1528A,PT00062563,,,PT00068683,,,CL63R9960A,,,,,,,,,,,R5098,,R4415,,,WP8982,,,,,,,,,,Containers
5930,21C17663,8507SA,2021-06-04,2021-06-09,196538,95299.758,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
